# SNRtot_MF, evidence220_221, evidence220, nofilter]
1.055661631943043943e+01 -4.121251664284657181e+02 -4.141809553273994879e+02 -4.655483190927344594e+02
2.298911131219409931e+00 -3.920957693920652787e+02 -3.934804091013488687e+02 -3.952493268997277482e+02
5.932545576837862100e+00 -3.937763642448418295e+02 -3.988676430402475148e+02 -4.134536783630242098e+02
5.798114798307024920e+00 -3.867393012970695736e+02 -3.855769074360320019e+02 -4.005121181241177624e+02
1.821915284120695588e+01 -3.726713819678111008e+02 -3.733286207389287483e+02 -5.379946496167484611e+02
4.011910022651587582e+00 -3.948988233186101411e+02 -3.962456710019694128e+02 -4.024370001248357767e+02
1.675330487516806244e+01 -4.001257040180929039e+02 -4.012364757095011782e+02 -5.388775883682654921e+02
1.339607193743730740e+01 -3.638445677447115258e+02 -3.639605780252659883e+02 -4.499667803523616953e+02
1.688663088843231819e+01 -3.979370967297498396e+02 -4.010150612398418275e+02 -5.347085152470892808e+02
2.716379651536747630e+01 -4.176198363172179029e+02 -4.183036436898398165e+02 -7.785328870637920318e+02
5.199559502780682685e+00 -3.901111742665829070e+02 -3.907983389198876125e+02 -4.012012664410297589e+02
9.477875942950117150e+00 -3.874584578738538880e+02 -3.894893390478935657e+02 -4.302393265028462110e+02
2.607203533539031426e+01 -4.209403391972911095e+02 -4.220198481023600721e+02 -7.567660984575230714e+02
2.182197285574651247e+01 -3.970355685029892925e+02 -3.997635536376029108e+02 -6.325483694659417324e+02
2.758347065461830994e+01 -3.924063002844137031e+02 -3.960664664408936346e+02 -7.740932951484112436e+02
2.251282577631579684e+01 -3.655960840914986534e+02 -3.668206826096218265e+02 -6.151202527120349259e+02
7.300768376868695952e+00 -3.518240700923432769e+02 -3.527121132557789451e+02 -3.778822089877726853e+02
1.193907566656659114e+01 -4.155867015617260449e+02 -4.163714186267800414e+02 -4.847960359385317020e+02
1.721039074427831395e+01 -4.054937235381947858e+02 -4.066966579489962896e+02 -5.477390819550934111e+02
1.759099874046664880e+01 -3.782344892042247011e+02 -3.795004718820032963e+02 -5.300441635559111546e+02
5.494086874407992482e+00 -3.984703114232748362e+02 -3.992982848832380682e+02 -4.131328131902679388e+02
1.399003130961494357e+01 -4.120221556889783869e+02 -4.134588841127954311e+02 -5.062905124458628734e+02
1.452685071416591533e+01 -3.761603262484519519e+02 -3.767728496943726668e+02 -4.797904351007505284e+02
1.271117773234287363e+01 -3.871668123594813551e+02 -3.882280880834609889e+02 -4.660597649886321392e+02
2.341566248577352027e+01 -3.925388799048703845e+02 -3.946663410958859117e+02 -6.642832058539999025e+02
1.512471094326588172e+01 -3.738760126462089488e+02 -3.750434295038388655e+02 -4.858334972408983390e+02
1.915478704193864701e+01 -3.845534439095059724e+02 -3.855658399314814915e+02 -5.637580428920767872e+02
1.101428944077625927e+00 -3.892656233289023362e+02 -3.891282035012073948e+02 -3.909845501813089754e+02
1.209911416175659404e+01 -3.669471434899427891e+02 -3.676515975923792325e+02 -4.342020813509724917e+02
2.740842160211012413e+01 -3.872687085202615549e+02 -3.895089227581030968e+02 -7.603843483960221192e+02
2.842342325778440681e+01 -3.780547956133584080e+02 -3.763223227344105908e+02 -7.725521341567705349e+02
1.825097673826374134e+01 -3.767786175348990128e+02 -3.805975076117721869e+02 -5.424234371464292508e+02
1.765628715623839184e+01 -4.212173638992630345e+02 -4.243432696912380493e+02 -5.751775735698341805e+02
1.644399341882582988e+01 -3.816286335555622600e+02 -3.832562299669341428e+02 -5.134349012183889727e+02
6.018645349105150366e+00 -3.819243747267144045e+02 -3.838311563914617182e+02 -3.990132712718394146e+02
5.136786471422757572e+00 -3.821097159817833244e+02 -3.828842345295120708e+02 -3.939825294619199099e+02
1.708519815659996866e+01 -3.886461385795723800e+02 -3.908817156770497263e+02 -5.328208972327161064e+02
1.884281271040474337e+01 -4.247917539638506810e+02 -4.234453190380739329e+02 -5.964197669207234185e+02
1.595334465329701423e+01 -3.767651438611771368e+02 -3.776689365923778041e+02 -5.008194270715147240e+02
1.623594291987179972e+01 -3.987340467348681727e+02 -3.997178866913235424e+02 -5.286258199824493431e+02
1.882861132550640093e+01 -4.065382063531421295e+02 -4.076042878842200707e+02 -5.788788436227589500e+02
1.099037608571130775e+01 -3.494482844455656050e+02 -3.507758707948254369e+02 -4.082786725492366600e+02
1.295694000601687890e+01 -4.263890998519398181e+02 -4.266233538169028066e+02 -5.074753635481414449e+02
1.590510871984963970e+01 -3.605975159963342662e+02 -3.626253588969891553e+02 -4.840064916811230660e+02
1.811187785799816297e+01 -3.898183133523985475e+02 -3.896196462503002067e+02 -5.483445691666513540e+02
6.428894541466324775e+00 -3.826107756998344485e+02 -3.845841724989266481e+02 -4.014011523730452495e+02
1.418722705661745564e+01 -3.961154589092329843e+02 -3.983971289821599839e+02 -4.940362655297223000e+02
4.802987871084443583e+00 -3.912573273732284065e+02 -3.920998450463055178e+02 -4.032093879933103722e+02
4.546560209167004274e+01 -4.087934867493471529e+02 -4.118449230187227386e+02 -1.441877331722216468e+03
1.812877105579095982e+01 -3.999895076431724306e+02 -4.000723679947906817e+02 -5.627680797185480515e+02
3.328388004291588231e+01 -3.836380220303527153e+02 -3.842485944279722503e+02 -9.327226199196602465e+02
9.442208100020742734e+00 -3.544419490356061146e+02 -3.561694851018660870e+02 -3.974412191850177578e+02
1.080678361550854483e+01 -3.608498585026628120e+02 -3.614911558893006713e+02 -4.153488300349643509e+02
9.786713326128664292e+00 -4.043800262758246618e+02 -4.062645996593802806e+02 -4.509993294943413389e+02
9.922983467934571422e+00 -3.838287370879147602e+02 -3.849332707272192238e+02 -4.323036712826809094e+02
2.008005913237284545e+01 -4.095028791018690413e+02 -4.112629551542557920e+02 -6.068720649874883293e+02
3.295048959500397956e+01 -3.498103573484362983e+02 -3.521210989276729038e+02 -8.898918134366459753e+02
2.823669682590518448e+01 -3.595705270985665152e+02 -3.628668442674115795e+02 -7.577403865408882666e+02
9.051357027120509713e+00 -3.724347947477403977e+02 -3.744126779696659924e+02 -4.130476944692709367e+02
2.348039620612620126e+01 -4.067475474560957878e+02 -4.096420566780191734e+02 -6.797669264214501936e+02
2.678360525685212679e+01 -3.864338473164257266e+02 -3.926617516244380681e+02 -7.433302549692260754e+02
1.127008973037299988e+01 -3.750601034626556043e+02 -3.771733202387975439e+02 -4.359225010668210984e+02
7.038107804465099981e+00 -3.957946092588535407e+02 -3.970590233010909174e+02 -4.181934223347293482e+02
2.479679504898371789e+01 -4.086302776893487589e+02 -4.101040632010607396e+02 -7.136369117508006639e+02
1.078257701623278031e+01 -3.728000116168735758e+02 -3.730212133886032575e+02 -4.260639994235046402e+02
5.395034110376260905e+00 -4.151991969826070203e+02 -4.160408231335556479e+02 -4.296814233842780482e+02
6.850760873399190487e+00 -3.901842568936211819e+02 -3.929555142402865044e+02 -4.136499491795455583e+02
2.488124473767481959e+01 -3.784131928162162808e+02 -3.800077458629871785e+02 -6.855843040569886853e+02
1.449548686155117494e+01 -3.756858193213786876e+02 -3.780244329140767832e+02 -4.801264700675400832e+02
2.026523471940989296e+01 -4.103375302675294733e+02 -4.111929518452815273e+02 -6.130178460137204866e+02
1.873972417576841565e+01 -4.049582238268470746e+02 -4.069986573385445467e+02 -5.771621491738686700e+02
9.752067778029429590e+00 -3.904764120031335324e+02 -3.942888733047528262e+02 -4.396412542495354501e+02
4.427376655335018896e+00 -4.130477737861828018e+02 -4.130391069481728437e+02 -4.191891552672922785e+02
2.571477967240737783e+01 -3.858656136677460609e+02 -3.874333642769440189e+02 -7.126506687454333360e+02
8.598819120319912912e+00 -4.320453677916603397e+02 -4.328726800985445493e+02 -4.663962200258798703e+02
3.719468532430997953e+01 -3.859478692386992407e+02 -3.878386009846033176e+02 -1.076553239375878547e+03
3.352368242740013216e+01 -4.028330997181427620e+02 -4.050599720580974008e+02 -9.599493287409318327e+02
2.543428064865168992e+01 -3.688621105127523379e+02 -3.707331988704149239e+02 -6.904838041872638996e+02
1.515702507962374845e+01 -3.365472409288229301e+02 -3.391131670744191524e+02 -4.471782300189177590e+02
1.568279809742930198e+01 -3.785702240937262673e+02 -3.786750994887663637e+02 -4.983893773866823267e+02
8.276139163411601274e+00 -3.888348836321902127e+02 -3.899615290208851093e+02 -4.214910363386889003e+02
6.243854772258024433e+00 -4.114330809283399049e+02 -4.121999057680943679e+02 -4.257225266691523871e+02
2.017284010729663990e+01 -3.892893195003830442e+02 -3.903164353803446147e+02 -5.890809686371462703e+02
2.187214807475668010e+01 -4.099530502500725788e+02 -4.103800847645400154e+02 -6.454649731897195579e+02
1.498014376913597090e+01 -3.940629159141508353e+02 -3.948045539561975943e+02 -5.031852851144330998e+02
5.533767827471592682e+00 -4.073129621677728096e+02 -4.095136625023972670e+02 -4.223068723513732721e+02
3.086168191507428915e+01 -3.892622419837202301e+02 -3.894121378964516111e+02 -8.640043158729262132e+02
8.872270182660516369e+00 -3.799284656691897339e+02 -3.810919174822029731e+02 -4.185017187505185916e+02
8.340451015032002147e+00 -3.917802014485055793e+02 -3.922421941431829282e+02 -4.219874248903493026e+02
8.483206455277359836e+00 -3.855973798546261264e+02 -3.902125780633819545e+02 -4.208373413078169278e+02
3.198614687393158107e+01 -3.630456378563624753e+02 -3.620922297241459660e+02 -8.672370864641849266e+02
3.549194421699905888e+01 -4.307528692954402914e+02 -4.312614461717114978e+02 -1.060125839302630766e+03
1.154376882317428787e+01 -4.022613756885356793e+02 -4.029950804873411698e+02 -4.654748152832275991e+02
2.937932320563647171e+00 -3.707768524565829580e+02 -3.711462352034458263e+02 -3.735829742535667037e+02
2.657342763407963915e+01 -3.603797763275669013e+02 -3.622322145740295127e+02 -7.122717200206330972e+02
2.918090327183589139e+01 -3.822114362478870362e+02 -3.813629139416609064e+02 -8.003090542977043924e+02
2.660035699696760148e+01 -4.288683921396059873e+02 -4.304142634829215126e+02 -7.768775602919093899e+02
1.263111496983661475e+01 -3.880407449366269361e+02 -3.893651983855662024e+02 -4.635770316892665619e+02
2.621086156261548084e+01 -4.019599765847485742e+02 -4.037426191185708149e+02 -7.443347662236027418e+02
2.431068938104647614e+01 -4.065617640913182527e+02 -4.082779886689208411e+02 -6.993265164357959520e+02
2.039227387976037420e+01 -3.975605135547874056e+02 -3.980601559602504267e+02 -6.020419944125017082e+02
2.732083708392478627e+01 -4.019859899512571815e+02 -4.040125356723354457e+02 -7.721056738320597788e+02
1.190613474480533185e+01 -3.865303004111544851e+02 -3.882255034006907977e+02 -4.567267993109164763e+02
1.039537535460820727e+01 -3.910136935891829353e+02 -3.927361110439773597e+02 -4.441485620128761411e+02
9.917376623037299055e+00 -3.691119709879421293e+02 -3.712111557478485793e+02 -4.200209423506576627e+02
8.843687959410848620e+00 -3.836614975556538525e+02 -3.852362101195249693e+02 -4.258140955382597213e+02
5.195036902615490781e+00 -3.818053087993630470e+02 -3.838195047026001703e+02 -3.963801774691307287e+02
6.276278713709262824e+00 -3.854522154326784289e+02 -3.874799105559317240e+02 -4.055929883415718109e+02
1.018222783095940009e+01 -3.851008441989215498e+02 -3.858359937477131325e+02 -4.339481326633189155e+02
2.250639332983206486e+01 -3.926626755129533990e+02 -3.952935028131846593e+02 -6.485661266762290325e+02
2.098445680054021523e+01 -4.061198626751267398e+02 -4.086573802646946660e+02 -6.240324359818365565e+02
2.766013497516989972e+01 -4.040497157746831931e+02 -4.043717030325905171e+02 -7.819469188316079453e+02
1.602248512851527096e+01 -3.906004399983999633e+02 -3.926309630300557956e+02 -5.153662181283632435e+02
5.609745276956813242e+00 -3.688884454933789812e+02 -3.702644249906625191e+02 -3.824289386040752561e+02
1.147640411663544491e+01 -3.820301789732372413e+02 -3.831978499725955203e+02 -4.430097599551606891e+02
6.420462072026598577e+00 -3.697226790849378517e+02 -3.704440087414550931e+02 -3.884456191594204597e+02
2.430929248962490519e+01 -3.671959698120098210e+02 -3.688294730341834224e+02 -6.661642779736926059e+02
1.002422732282973250e+01 -3.951348682153745813e+02 -3.957381601150181609e+02 -4.427111908534950544e+02
1.284734404612024505e+01 -3.889315811851697617e+02 -3.914626361636724141e+02 -4.701296182552734990e+02
2.827972751131626339e+01 -3.854320373355218976e+02 -3.873879031555156303e+02 -7.787512854791990549e+02
2.072726189728283330e+01 -4.082748606117862664e+02 -4.118164218430736128e+02 -6.220417123282401235e+02
2.635432391376007999e+01 -3.712402366287213908e+02 -3.711400986766742562e+02 -7.142806219448735874e+02
1.874623217438894329e+01 -4.165728207660596354e+02 -4.178726437463743650e+02 -5.898863151594360943e+02
2.471193657135423649e+01 -3.706942007074754883e+02 -3.737166812172220034e+02 -6.731406297718664291e+02
2.422527743866604766e+01 -3.642205635107210355e+02 -3.680659124299438645e+02 -6.562257878331024585e+02
4.994780423294829852e+00 -3.468893488756328338e+02 -3.491798736477087459e+02 -3.595739954172379385e+02
1.139280843103035856e+01 -4.134488633772652975e+02 -4.147675098818977517e+02 -4.775092357893638564e+02
1.177944857199226902e+01 -3.711455163971068600e+02 -3.720525389640649223e+02 -4.349390946964464888e+02
7.448670545219465922e+00 -3.654736962813223045e+02 -3.663835256349432825e+02 -3.912348403595015043e+02
1.606818999753257771e+01 -3.833972313357091934e+02 -3.849467982523175351e+02 -5.078365205982206589e+02
2.019938569315588595e+01 -4.134017374070278947e+02 -4.147934965248253434e+02 -6.186148528180081030e+02
1.986722764135782171e+01 -3.990211300854891761e+02 -3.992308811127290937e+02 -5.941162319268031524e+02
1.649953386951430190e+01 -3.810457438966365089e+02 -3.853054762270155607e+02 -5.165620357683712882e+02
3.743650291098257643e+00 -3.856080152382875781e+02 -3.870577258841640287e+02 -3.931705207623796809e+02
