1.546749245357242160e+02 7.041942152006264166e-03
1.158398231030568724e+02 3.435217559930467957e-01
2.131760122205603523e+02 3.068252250645704393e-01
1.373803341449264224e+02 3.547524373340263937e-01
7.786200074864535736e+01 4.612357541145400974e-01
8.774096675868688067e+01 5.148405867280693160e-01
1.688871919043057517e+02 5.703339315327082826e-02
1.071628255237925345e+02 5.695881835863300102e-01
1.313262798614337328e+02 6.293873333436881268e-01
6.284128055450398165e+01 7.737071538134754345e-02
7.503527889935729434e+01 1.955930826689435964e-01
6.242503629253319275e+01 2.669384144073339016e-02
4.500558153670128547e+01 7.764679173150812463e-01
1.587470221827327350e+02 1.108708013039981788e-01
1.087467908980388671e+02 3.326279523557670315e-01
1.057311533220941300e+02 3.957712782566462639e-01
1.838044586598122692e+02 2.379715217768296753e-01
5.972354035177099263e+01 3.359185935591511019e-01
7.349269611811934055e+01 9.773349839342138079e-02
9.427500326003402620e+01 1.509833789794529091e-01
1.705059469469779856e+02 5.762550225193124875e-01
9.768302524692686006e+01 6.875551934773961316e-01
1.979750247439406508e+02 9.486609491290590723e-01
4.169228033355827989e+01 3.904683802109516488e-01
1.802362130545051002e+02 7.472756493950125645e-01
4.223737370148256076e+01 7.718168128413360751e-01
1.356586420300280338e+02 2.773308118171876613e-01
3.471230433519355074e+01 6.940011288156338054e-01
1.945457866928270789e+02 2.593068915018602594e-01
8.052287499520726044e+01 4.112051569771183468e-01
1.183785605406094135e+02 3.737798216393104500e-01
1.348821252842474792e+02 6.365494812823198068e-01
1.548927313158447419e+02 4.156619298954464803e-01
2.260208287578273314e+02 9.670674052402091769e-01
8.623046276449258585e+01 5.660229566535091017e-02
1.592710880829459370e+02 7.367345954380383199e-01
2.874239789671211298e+01 2.042160866186818469e-01
1.611812585711440136e+02 9.535412873738434714e-01
1.886596653160508765e+02 3.249366166757783336e-02
1.715409277966240325e+02 2.930323125816525209e-02
2.342794464746657113e+01 5.175635022924086615e-01
1.748347023201184243e+02 6.069761934833677319e-01
2.044922464739660768e+02 1.482048589218873946e-01
6.894696991777236406e+01 3.532296771015416281e-01
8.779000696931683478e+01 7.857558321427138281e-02
1.058092937063692887e+02 3.017247702376560925e-01
1.222542528354838112e+02 5.619574487092349191e-02
1.638966213441987918e+02 2.993881273165150958e-01
1.013784442266683783e+02 1.065986414651742820e-02
7.732716584936542858e+01 4.436026092106172269e-01
1.227192696674000416e+02 4.236538804639290445e-01
1.792967015993431232e+02 2.665983330071566293e-01
6.697697451634172694e+01 3.037889442057132294e-01
4.060405096966801608e+01 7.643604669613389690e-01
1.112966166658194709e+02 7.289582175236075656e-02
9.458693135657856033e+01 2.634591293277472879e-01
1.255866354736673713e+02 7.187274938628152032e-02
2.842679912112562590e+01 5.178444208088311962e-01
1.012370937033625609e+02 4.872152957293297559e-01
5.067696996007474297e+01 1.099749734931576572e-02
7.677929622578858471e+01 4.480417010102788478e-01
1.094886910405303553e+02 7.141581613900473968e-01
1.827784416383414339e+02 4.059468038755021935e-01
1.078461676214247689e+02 1.299468859413128730e-01
8.829133556192638821e+01 8.239586990289260449e-01
1.287705689018546877e+02 1.537234657052791720e-01
6.658580813064453707e+01 1.068439730243148089e-01
1.456180809203211481e+02 1.533400166920680929e-01
6.163675328880512438e+01 6.712157085896086617e-02
1.028819201268370733e+02 3.970913296905078660e-01
8.031696220335027192e+01 9.845355079404957133e-01
4.522841340231976659e+01 8.355280148549587560e-01
4.031207044047307875e+01 6.816661277638199623e-01
1.620707884332987589e+02 2.377062458383373267e-01
1.012956432423504793e+02 6.164433683222851901e-01
1.164133750086643744e+02 2.727360162339342864e-01
8.505504462251943210e+01 9.296819392629752654e-01
8.777454536486912673e+01 7.277461603351542685e-01
1.168206133605749955e+02 1.216071489153170981e-01
5.899297356212557020e+01 7.776074335534290949e-01
1.364703004689159513e+02 2.320509312917823364e-01
1.201156489591102172e+02 5.094110615779090523e-02
6.045252480509599735e+01 6.370519977144017965e-01
5.529230554471102721e+01 8.648473452090159608e-01
5.144995575346646888e+01 1.322954482526375042e-01
1.623881458299396741e+02 9.841297239268396169e-01
