# format=SNRtot_MF, evidence_inj, evidence_filt, nofilter,         occams_inj,occams_filt, mass_in_solar, chi_inject]
1.505532539078019454e+02 -4.076884528979404649e+02 -4.387576571292092353e+02 -1.173294426976555224e+04 2.142638506274869778e-04 2.040608101214161661e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.318123020798979326e+02 -4.233551724960954630e+02 -4.526876029532530765e+02 -9.099823001226917768e+03 2.703805734108764218e-04 2.550760126517702246e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.335712484938515843e+02 -3.983840808047328892e+02 -4.234205491264160628e+02 -9.312670111117133274e+03 2.703805734108764218e-04 2.550760126517702246e-05 5.000000000000000000e+01 6.999999999999999556e-01
8.955583658860412299e+01 -3.868025106040001333e+02 -3.995923620954923194e+02 -4.389502613643006043e+03 5.917763493521069427e-04 7.142128354249566830e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.230570598183172137e+01 -3.826805436563286094e+02 -3.843141493353955980e+02 -4.544712290144371423e+02 3.041016222834404606e-02 3.380777471686562813e-02 5.000000000000000000e+01 6.999999999999999556e-01
1.183831503242800665e+02 -3.912417474410572140e+02 -4.162439939227358536e+02 -7.389481567231125155e+03 3.315988164473013190e-04 3.571064177124783415e-05 5.000000000000000000e+01 6.999999999999999556e-01
9.203041123326254080e+01 -4.131758085995505780e+02 -4.465598711024064187e+02 -4.639129292084277040e+03 4.540353025201510052e-04 4.591368227731863907e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.362986493647524355e+02 -3.514979736381504267e+02 -4.120735945636969291e+02 -9.631576808168150819e+03 2.142638506274869778e-04 2.040608101214161661e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.396820223509022583e+02 -4.020960778288134065e+02 -4.469049835541974289e+02 -1.014823818189493250e+04 2.244668911335578030e-04 2.040608101214161661e-05 5.000000000000000000e+01 6.999999999999999556e-01
9.404828023445863039e+01 -3.793496399900384404e+02 -3.974377610806840266e+02 -4.791894248781945862e+03 5.152535455565758482e-04 5.611672278338945076e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.190551124553869471e+02 -4.043467332392576168e+02 -4.302029402719696805e+02 -7.483851512881890812e+03 3.213957759412304667e-04 3.060912151821242830e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.481840411617184259e+02 -4.262236508517660241e+02 -4.676503996809122441e+02 -1.139627299159351060e+04 2.091623303744515787e-04 2.040608101214161661e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.520632348581397366e+02 -3.910373210028142807e+02 -4.460385031391572852e+02 -1.194367773310102166e+04 1.887562493623099553e-04 2.040608101214161661e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.138282368836897547e+02 -4.143863834866577349e+02 -4.514121958508996499e+02 -6.883722786097543576e+03 3.213957759412304667e-04 2.550760126517702246e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.399830047818797709e+02 -4.146313310761375419e+02 -4.579758787239755975e+02 -1.020233604603899948e+04 2.244668911335578030e-04 2.040608101214161661e-05 5.000000000000000000e+01 6.999999999999999556e-01
8.819996162595209910e+01 -3.980651959264361608e+02 -4.174311329419793992e+02 -4.280809755089979262e+03 5.509641873278236417e-04 6.121824303642485661e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.292649918680930341e+02 -4.250625107151882389e+02 -4.582460404639999183e+02 -8.771304266386485324e+03 2.754820936639118209e-04 2.550760126517702246e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.495619452256602528e+02 -4.079204461475649168e+02 -4.480648587852377887e+02 -1.158330540156623647e+04 2.040608101214161797e-04 2.040608101214161661e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.298043450122728757e+02 -4.190622774345218886e+02 -4.575108963892920997e+02 -8.834262147524008469e+03 2.652790531578410227e-04 2.550760126517702246e-05 5.000000000000000000e+01 6.999999999999999556e-01
5.662425740247484640e+01 -3.701591991908604768e+02 -3.797117137892541905e+02 -1.965176269235203335e+03 1.382511988572594558e-03 2.091623303744515787e-04 5.000000000000000000e+01 6.999999999999999556e-01
4.434948970649720223e+01 -3.846497268477796183e+02 -3.951393414559340158e+02 -1.361751709216309564e+03 1.887562493623099608e-03 3.418018569533721172e-04 5.000000000000000000e+01 6.999999999999999556e-01
1.087585314335779856e+02 -3.820164584325390251e+02 -4.006688236097398885e+02 -6.287989071370728198e+03 4.030200999897969602e-04 4.081216202428323322e-05 5.000000000000000000e+01 6.999999999999999556e-01
3.825449024851051405e+01 -4.014702377721603739e+02 -4.103689575257283764e+02 -1.126357351150889144e+03 2.520151004999489960e-03 4.948474645444342519e-04 5.000000000000000000e+01 6.999999999999999556e-01
1.440539944008150712e+02 -3.951735355237292424e+02 -4.204103505734601072e+02 -1.076465490868312008e+04 2.397714518926640274e-04 2.550760126517702246e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.583877667944988445e+02 -4.136120149305056088e+02 -4.520292864763326293e+02 -1.294828260012074861e+04 1.938577696153453815e-04 2.040608101214161661e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.228139613078119368e+02 -4.108667638183989652e+02 -4.536751536614875135e+02 -7.944597815171076036e+03 2.754820936639118209e-04 2.550760126517702246e-05 5.000000000000000000e+01 6.999999999999999556e-01
1.088570761042891348e+02 -3.814141284095755964e+02 -4.056696177787824240e+02 -6.298152867039051671e+03 3.826140189776553640e-04 4.081216202428323322e-05 5.000000000000000000e+01 6.999999999999999556e-01
5.556825086765335442e+01 -4.075259245296505810e+02 -4.206560000011191391e+02 -1.944123568673595628e+03 1.265177022752780270e-03 1.785532088562391572e-04 5.000000000000000000e+01 6.999999999999999556e-01
