# format=SNRtot_MF, evidence_inj-nofilter, occams, mass_in_solar, chi_inject]
2.121464308649520447e+01 2.182455786356136400e+02 6.540562861317578136e-02 7.942018890365625339e+01 2.092400678397536573e-01
7.733932372390296450e+01 2.982372401606964559e+03 4.615335747411218777e-03 4.368030448933358656e+01 1.544127568151982266e-01
1.936470300652533183e+02 1.873647435573665643e+04 1.810558414331999246e-04 5.475627507558148466e+01 6.826522027285363281e-01
3.196127426405709571e+02 5.106991759967053076e+04 4.669334858014103262e-04 6.411519834489384095e+01 4.325338143031247085e-01
3.366219802077224585e+02 5.665172218970553513e+04 8.290451686678102297e-04 1.034705068751690362e+02 5.910419194527857800e-02
2.828608319802338542e+02 3.999478623015755875e+04 6.352836541515787022e-06 7.724008688706101111e+01 9.052911641322570757e-01
1.213783258449910534e+02 7.361436065404594046e+03 1.915380217267009669e-03 7.449581965407475082e+01 1.279259051978496875e-01
2.272624611444433071e+02 2.581350187215017286e+04 1.334095673718315334e-04 5.526415292777573995e+01 6.531067249437788602e-01
1.957512277321751810e+02 1.913900044604137656e+04 3.176418270757893511e-06 3.580505769197110766e+01 9.405694237408144254e-01
1.032949690460751526e+02 5.326787126802848434e+03 1.524680769963788953e-04 5.049336460580000363e+01 8.154193385761224766e-01
2.215554813776407173e+02 2.453716931420169203e+04 3.494060097833682566e-04 3.658959421776040699e+01 4.067768369790527028e-01
1.400340424995094111e+02 9.797787208884234133e+03 2.055142621180356972e-03 4.757809530791418950e+01 1.136285985708325036e-01
3.634974920053429628e+02 6.605460629243645235e+04 1.143510577472841579e-04 8.854173904501004699e+01 5.320277806641264817e-01
1.263499507170188423e+02 7.974438326306398267e+03 4.256400482815577042e-04 4.947774654411909268e+01 6.572800882858694793e-01
7.814999475325724632e+01 3.044713504112919509e+03 3.865701035512356110e-03 4.866795469147709241e+01 3.208709490561333366e-01
6.936011968007137796e+01 2.396681101727474925e+03 6.066958897147576831e-04 4.524806852888588793e+01 6.614041349068388032e-01
1.246385606462693261e+02 7.760259518903464595e+03 4.923448319674734574e-04 9.572247254774730152e+01 7.192267308504037837e-01
2.120585706964451731e+02 2.247799958394195710e+04 1.175274760180420561e-04 3.119964619863557331e+01 5.687442429386824205e-01
2.837825596278268563e+02 4.025384655113595363e+04 1.270567308303157404e-05 5.600602015067933337e+01 8.983073331260844618e-01
3.331836274660556114e+02 5.549537196357730863e+04 3.176418270757893426e-05 5.617333853419437872e+01 7.357242704007451728e-01
6.645144529628898056e+01 2.205151358502257153e+03 5.819198272028460774e-03 7.995280251003615035e+01 7.216554890878060236e-02
6.750013979164751277e+01 2.268319894849172215e+03 2.150435169303093700e-03 5.611106818589581735e+01 4.933311714238984291e-01
4.459025735739884055e+01 9.887562772909639079e+02 3.678292357537640660e-03 3.231580263046382129e+01 8.149374261064608327e-02
1.052344064857790329e+02 5.524101772273294046e+03 2.636427164729051686e-04 7.459251623136144360e+01 7.890476405968497309e-01
3.206445295374016382e+02 5.139814615305227926e+04 1.057747284162378464e-03 8.871422244258495482e+01 1.028724523868771862e-01
