# format=SNRtot_MF, SNR220, SNR440, evidence_inj, evidence_filt, nofilter,                 occams_inj,occams_filt, mass_in_solar, chi_inject]
1.386158055119007884e+02 1.951402554691665259e+01 1.406441378603939896e+01 2.570614611020487938e+00 -7.876645862833539979e+01 -9.770261844633079818e+03 1.554001554001554000e-04 1.942501942501942500e-04 8.800889510266655691e+01 9.324803022859573520e-01
1.695005317926352859e+02 6.621274169534490284e+01 3.833226029782161248e+01 5.792779385842055540e+00 -3.488492885022801033e+02 -1.615615971234736207e+04 3.445998445998446104e-03 6.526806526806526801e-04 8.443917348727762828e+01 1.429800140485200655e-01
7.798616248104971760e+01 1.919599070856366652e+01 1.035041003884010280e+01 6.966349155294057738e+00 -1.789901469917603194e+01 -3.173583263635536696e+03 1.074592074592074613e-02 1.438616938616938540e-02 5.574293930038734146e+01 8.555802041596531626e-02
1.612680837086854524e+02 5.582728840440037033e+01 2.287578368655712424e+01 2.735812595262628655e+00 -2.176711086904665535e+02 -1.400668125867065828e+04 1.864801864801864800e-04 2.136752136752136750e-04 6.452367769811455389e+01 8.779940348420236518e-01
2.251471486759658376e+02 2.892444814367650707e+01 4.033177342202532856e+01 4.619988189020861391e+00 -4.064259213951255560e+02 -2.568640920708966951e+04 1.204351204351204350e-03 2.486402486402486400e-04 8.977396235446673245e+01 4.000656384894923923e-01
1.729993756810494858e+02 3.457995428999755916e+01 2.416188063922213658e+01 5.483518944096258174e+00 -1.800325864797181339e+02 -1.549555209649495919e+04 2.393162393162393160e-03 2.602952602952602950e-04 8.374013295761250220e+01 2.815666752453360733e-02
1.443911801792708616e+02 4.923324803060289412e+01 3.184719482748652553e+01 4.173767711273640657e+00 -3.298888647955744204e+02 -1.147276700303781945e+04 8.275058275058275051e-04 9.207459207459207451e-04 6.784376559651289540e+01 6.996942544436373090e-01
2.059736388590414435e+02 -1.193268724674269166e+01 4.775370172365825994e+01 3.401490180390732032e+00 -6.044166900733032435e+02 -1.949007356414456081e+04 4.584304584304584301e-04 5.089355089355089351e-04 6.894524832379892132e+01 6.035787448165996771e-01
2.247173752777230220e+02 1.479162804876585291e+01 4.302407464759372147e+01 4.195051057929264915e-01 -7.642254722723708937e+02 -2.494735159896903497e+04 2.331002331002331000e-05 2.719502719502719500e-05 6.982494291408244180e+01 9.440856053995142494e-01
5.476106216600833676e+01 -5.755157129459942844e+00 7.986416223076807874e+00 7.511202748661180095e+00 -8.518785130760253566e+00 -1.409074075891381653e+03 1.748640248640248585e-02 6.398601398601398704e-03 6.684910730485138686e+01 1.465724648250057438e-01
1.197703282364256694e+02 4.875624318056868844e+01 2.425825023819977844e+01 6.730322505998105775e+00 -1.406521381898998015e+02 -8.048517171795625472e+03 7.785547785547785975e-03 1.027972027972027906e-02 8.619208177386371972e+01 1.061790133509933343e-01
4.823683999507420594e+01 1.070544073340190749e+01 4.710529517181308634e+00 5.831796788963741207e+00 -3.417717222902955321e+00 -1.190271730184057105e+03 4.257964257964257961e-03 4.980574980574980354e-03 6.717206731483764770e+01 8.109155072469351744e-01
1.833994814885242874e+01 7.054865152262925321e+00 5.392452562072833189e+00 9.096481266404264687e+00 2.551398676800807230e+00 -1.792222158254490694e+02 8.789432789432789772e-02 9.676379176379176772e-02 7.582347463962841516e+01 2.011506790369818887e-01
1.842384212895327096e+02 -1.434441795829838284e+01 1.804450718093874428e+01 2.378000773213923225e+00 -1.179029323919020129e+02 -1.653779948049916129e+04 2.408702408702408700e-04 2.952602952602952600e-04 5.211171239488172802e+01 7.940643441288693927e-01
4.081825861341018680e+01 1.407588230537034946e+01 7.032827601171288023e+00 7.474050136448929571e+00 -8.394104064137916765e+00 -8.948696530956204924e+02 1.834887334887334853e-02 7.983682983682982917e-03 5.152185689903832611e+01 2.599046784718633124e-02
1.781205549065186915e+02 2.256422468566937667e+01 2.911229316676573831e+01 5.767635867763560853e+00 -2.101360471494751039e+02 -1.608414117094504400e+04 3.888888888888888777e-03 2.156177156177156284e-03 7.930247642893922944e+01 1.986669130893078117e-01
1.318628428655153506e+01 1.082242731190761864e+00 2.614818308103106226e+00 1.045552329447757245e+01 8.635306017720440153e+00 -7.389189078386732490e+01 2.636946386946387166e-01 2.476029526029525918e-01 8.644282233408412708e+01 1.357157798582915853e-01
1.571442075375698550e+02 6.488447655336025832e+01 3.603448665783805893e+01 5.557084628686345340e+00 -4.161758614692485025e+02 -1.402352928504721422e+04 2.630147630147630037e-03 4.448329448329448217e-03 5.172977103035053403e+01 1.383979893060841848e-01
5.275322613504796010e+01 1.215736182403405330e+01 8.441577613775088196e+00 6.926399013263532467e+00 -1.636427822670437848e+01 -1.445990244365244962e+03 1.209401709401709477e-02 1.046620046620046554e-02 8.970966981725266010e+01 5.540206013020636533e-01
1.752451856995397463e+02 5.693834695672988744e+01 3.468680563205634115e+01 1.469956625785213911e+00 -5.195691441831240809e+02 -1.671640130027957639e+04 5.439005439005439001e-05 9.324009324009324001e-05 8.610047006509390144e+01 9.455576140213151071e-01
1.285172549228664423e+02 4.448704008551898426e+01 1.855433402472525017e+01 6.143934945710474160e+00 -7.288015787882594054e+01 -8.899179765847886301e+03 4.397824397824398254e-03 2.886557886557886664e-03 8.110288700331612688e+01 8.257184063464624579e-02
7.107288549395471478e+01 5.570347049876970047e+00 1.735004207794512610e+01 6.371878899128168072e+00 -7.464287464418437423e+01 -2.459352915295145976e+03 6.965811965811965698e-03 1.201243201243201199e-02 8.355566167778519571e+01 5.280736383391092525e-01
1.111808520220359640e+02 3.051660592538368633e+01 1.859821144573400531e+01 6.010440497694270690e+00 -7.895149277215115546e+01 -6.562740096715091568e+03 4.809634809634809847e-03 6.732711732711733031e-03 8.016469158153017815e+01 3.541214559065430367e-01
1.235977619548777398e+02 9.336289919543261817e+00 1.605496657397288018e+01 5.270988675700162496e+00 -9.004238972801822172e+01 -7.646757840290619242e+03 2.296037296037296144e-03 1.993006993006992897e-03 8.224509124577349439e+01 5.748435447507003193e-01
1.534010335976509154e+01 3.107470545594168243e+00 4.828745479618064884e+00 9.211104980533262321e+00 1.798905045715651241e+00 -1.085477918666120729e+02 9.133255633255633887e-02 5.312354312354312241e-02 8.640025386187457457e+01 1.483748710976836582e-01
1.124529637734383556e+02 3.051720213660358283e+01 1.399656828154198784e+01 5.979496187255410433e+00 -4.947176368320835849e+01 -6.639560285777632089e+03 4.638694638694638474e-03 1.037296037296037404e-03 7.122765218552373767e+01 2.659551984136768188e-01
9.979396079561750810e+01 3.277179621338270721e+01 2.254999078916530664e+01 5.745240371501438403e+00 -1.170882330717367807e+02 -5.451711579524908302e+03 3.966588966588966911e-03 1.456876456876456984e-03 5.061882456618032222e+01 3.455938025820490256e-01
6.997941616090599837e+01 8.758183095337377821e+00 7.833952120735129476e+00 6.214760114043272665e+00 -1.479960493592611748e+01 -2.474026740655011963e+03 6.705516705516705728e-03 5.439005439005439001e-03 5.565461120018221663e+01 6.272300797978543896e-01
2.018465554416772818e+02 7.760779921852778784e+01 4.430981277657921424e+01 3.046056700258874539e+00 -7.598714804268089438e+02 -2.281566488448848395e+04 2.486402486402486400e-04 4.817404817404817401e-04 7.246951253044451846e+01 7.313620618097961268e-01
1.100011386721829894e+02 2.900292225264088941e+01 1.897442668115097320e+01 6.453564573571434870e+00 -1.112874585255017621e+02 -6.407966255896935763e+03 7.362082362082362184e-03 1.038461538461538450e-02 7.673329872236465121e+01 2.837320863027792961e-01
9.868013076096386271e+01 6.330871204078616188e+01 2.084981706193842399e+01 6.321585776917684640e+00 -1.071844085543020810e+02 -5.959043345645492082e+03 6.612276612276612488e-03 1.428904428904428925e-02 7.912355985038854556e+01 4.119141147718224927e-01
6.654874453646833388e+01 3.187147068242937209e+01 1.486056008475010870e+01 6.008948100652723667e+00 -7.462976122590225714e+01 -2.565119095165272483e+03 4.825174825174824954e-03 1.028749028749028835e-02 5.741634699256920271e+01 6.512992609382031173e-01
2.179331465999330248e+02 7.632480079037492260e+01 3.988152829012773282e+01 2.325780590620102117e+00 -5.559744267337016481e+02 -2.598365135948136958e+04 1.243201243201243200e-04 1.709401709401709400e-04 7.702258753208212738e+01 8.423479136750027241e-01
2.672690395263165186e+01 8.242164979023593574e+00 5.401519251985022585e+00 8.314761318369601639e+00 -1.728915397107593677e+00 -3.746373185699044939e+02 4.162393162393162455e-02 6.040792540792540993e-02 5.336386221700560384e+01 4.109938171841485133e-01
1.565250996052246251e+02 2.980164744830375412e+01 3.983767645173377048e+01 1.341765901460197696e+00 -7.543243245866175357e+02 -1.263130317287625621e+04 4.662004662004662001e-05 6.604506604506604501e-05 8.026594080123939534e+01 9.492268393116134462e-01
8.359555164574005914e+01 5.212682441422270330e+00 2.064761330161998387e+01 6.642912939928007354e+00 -9.380772608504415189e+01 -3.376117224691646697e+03 8.966588966588966148e-03 6.270396270396270608e-03 8.199827738823118750e+01 3.218526632130251919e-01
1.824540414362542435e+02 6.390451688991156942e+01 2.514531066734724263e+01 5.019510726647086862e+00 -1.880580012908215792e+02 -1.792303583760189213e+04 1.771561771561771560e-03 2.062937062937063044e-03 7.237713418643019736e+01 3.657418823756875548e-01
4.536482761189940760e+01 1.661309565914839581e+01 1.052188194127886156e+01 6.172554828522842207e+00 -3.459713991784858678e+01 -1.135971436966157626e+03 5.710955710955711168e-03 1.073815073815073858e-02 8.462147956381701874e+01 7.651778762714492865e-01
1.401893752549562748e+02 -1.953701659139098490e-01 2.947301010255196729e+01 4.472354212772962079e+00 -2.276930984397415045e+02 -9.373984771487039325e+03 1.048951048951048950e-03 9.168609168609168601e-04 7.475775439280845092e+01 6.000049403287447403e-01
