# thresh=6.35, format=SNRtot_MF, evidence_filt, evidence_inj, nofilter, mass_in_solar, chi_inject, time]
3.213757063422154658e+01 -7.931097939521425815e+02 -7.988915359439171198e+02 -1.303723158273288163e+03 6.520310839239974143e+01 6.529988551498826510e-01 3.605000000000000000e+02
2.293930656389416711e+01 -8.024323235749734522e+02 -8.044208122692011784e+02 -1.060602719047395112e+03 6.645440168643865775e+01 6.479014260561278826e-01 1.848500000000000000e+03
2.147533114264381382e+01 -7.735590805899678344e+02 -7.767199260624664703e+02 -1.004944032841586932e+03 6.379644421695340384e+01 6.317831000788677320e-01 -1.960500000000000000e+03
5.378517273022318790e+01 -7.561091132592069926e+02 -7.564755244266852969e+02 -2.194400644469494182e+03 6.905878786302687899e+01 6.803285408676188473e-01 1.112500000000000000e+03
4.678823883896512825e+01 -7.789485283537701434e+02 -7.823860857485140059e+02 -1.868880685876275038e+03 6.999586540761821141e+01 6.835939313701845377e-01 -6.485000000000000000e+02
3.813206569108455568e+01 -7.676466369209866798e+02 -7.677096531695823387e+02 -1.491141164377530458e+03 6.548786810246505752e+01 6.508608086124781922e-01 4.085000000000000000e+02
1.425265982549812982e+01 -7.534076624364431609e+02 -7.536220431147694399e+02 -8.546648490630378774e+02 6.807928235707993281e+01 6.841129666067127246e-01 1.800500000000000000e+03
4.012482967210133467e+01 -7.258641821711099738e+02 -7.317741961157181549e+02 -1.531721317629886471e+03 6.922909150139602730e+01 6.855037982179287281e-01 -2.072500000000000000e+03
5.864110511380698831e+00 -7.810948231656922189e+02 -7.819476393641656387e+02 -7.956526352126437587e+02 6.807953847961900351e+01 6.840416984880240969e-01 -6.805000000000000000e+02
2.954281087499222025e+01 -8.232777884473026688e+02 -8.206535185108714359e+02 -1.249293533838604617e+03 6.903923771468558357e+01 7.016429125452253723e-01 9.685000000000000000e+02
1.920520821595151162e+01 -7.404965920753414821e+02 -7.417859912020769571e+02 -9.204032771829171224e+02 6.823550339977413159e+01 7.138723632870666025e-01 -1.064500000000000000e+03
