# thresh=4.85, format=SNRtot_MF, evidence_inj, evidence_filt, nofilter]
3.052482639462137826e+01 -7.582929665246309696e+02 -7.568565789555065066e+02 -1.771472903258816132e+03
9.608928993341551816e+00 -8.417936288170649277e+02 -8.427067995637210061e+02 -9.328034983482601774e+02
3.017136521868822996e+01 -8.107871841341645904e+02 -8.104147058962988694e+02 -1.786217231640596992e+03
2.705053781391608680e+01 -8.261275078476729732e+02 -8.225013278294073871e+02 -1.470176590849187960e+03
2.600156665411997636e+01 -8.346840761953892525e+02 -8.318879634612912923e+02 -1.518100746541488661e+03
1.262331511013956309e+01 -7.898241497161213829e+02 -7.884944552432004912e+02 -9.608900377567986197e+02
1.559903298365437152e+01 -7.884637215459392792e+02 -7.864748936814424951e+02 -1.031976597273875086e+03
2.893146317504148257e+01 -8.079897814176130169e+02 -8.090707636035024279e+02 -1.637396100307079905e+03
1.630301164855246299e+01 -7.617090780800861012e+02 -7.621396882434063400e+02 -1.018420797881448493e+03
5.488518895516575569e+00 -7.920316534819478420e+02 -7.884947029680814694e+02 -8.275041468871198731e+02
1.525754307746556293e+01 -8.316915329081150503e+02 -8.310566378194228037e+02 -1.068126312809547699e+03
1.841841369226813541e+01 -8.219096211403224288e+02 -8.243990329436627462e+02 -1.121705049346554460e+03
2.045603205643622147e+01 -7.812397245805409511e+02 -7.795031564571346507e+02 -1.184546572565235238e+03
2.513968027852242315e+01 -7.697461660810133708e+02 -7.669967481733300474e+02 -1.432612967061942754e+03
4.327288337577353161e+01 -7.759231033835587823e+02 -7.738605708777120071e+02 -2.608964081389579860e+03
2.869850275997370304e+01 -7.990408352720608036e+02 -7.983572226545813919e+02 -1.619413075969064948e+03
3.503322138700597321e+01 -7.866987190665488470e+02 -7.837605475102224091e+02 -2.125393682615561829e+03
9.990581344321148194e+00 -8.102982312680804853e+02 -8.072816337548481442e+02 -9.173893428470153140e+02
4.152123802984176137e+01 -7.852846274615976654e+02 -7.809545365366149099e+02 -2.480527422333394952e+03
2.055809662247774483e+01 -8.113274977279621680e+02 -8.085063235299121516e+02 -1.248441110230029153e+03
1.142957506033173054e+01 -7.980194132739725319e+02 -7.942882410314816752e+02 -9.321221423321372868e+02
1.510886393935931338e+01 -7.961142762744395895e+02 -7.961447753780150833e+02 -1.065253512357818181e+03
1.327386018878763174e+01 -7.946584737400503400e+02 -7.928174852093864047e+02 -1.020358122746619415e+03
