# format=SNRtot_MF, evidence_inj, evidence_filt, nofilter]
2.283581236568612027e+01 -3.961543299544791807e+02 -4.026385167227250577e+02 -6.533174387742294584e+02
2.327563587838397652e+01 -3.719025635588839691e+02 -3.871574746416044945e+02 -6.395429121638876495e+02
2.374390717779035853e+01 -3.938503992677938186e+02 -4.023948191298150050e+02 -6.722205904881070637e+02
2.365376028873421177e+01 -4.116110858265948877e+02 -4.229458382557345431e+02 -6.871741302423464504e+02
2.424605732544496917e+01 -3.805061824223868712e+02 -3.901737475687413053e+02 -6.707715931446875857e+02
2.238120496870270770e+01 -4.270454094723376670e+02 -4.356586811121350138e+02 -6.705143244960064521e+02
2.336406517861054510e+01 -3.888343587365820895e+02 -4.018054098446235685e+02 -6.571000978404996431e+02
2.534711771632595045e+01 -3.891751467124742589e+02 -4.028173156310373315e+02 -7.068015666087942463e+02
2.348313482682198483e+01 -3.710338594081380847e+02 -3.773586415752194512e+02 -6.465880359041682368e+02
2.405898572330284679e+01 -3.955049254986326446e+02 -4.088566941740376137e+02 -6.814191373719687590e+02
2.288020984778582090e+01 -3.624635688849216422e+02 -3.735795618436843597e+02 -6.197213478260025568e+02
2.372386777203407249e+01 -3.907719932137971455e+02 -4.040062738216415710e+02 -6.697122752047914673e+02
2.388228939513949456e+01 -3.741462204135434604e+02 -3.839986650798759342e+02 -6.530505838083676053e+02
2.340326020351413305e+01 -4.381489842303068940e+02 -4.536026169216583526e+02 -7.064585472218849418e+02
2.315803850809617970e+01 -3.927251492317752195e+02 -4.000168042691036590e+02 -6.540575896666249491e+02
2.309343796139643246e+01 -3.964484776205018761e+02 -4.041076319698475459e+02 -6.579293769388626743e+02
2.177384767225680307e+01 -3.896059609011935549e+02 -3.993135466245786347e+02 -6.214057777848627211e+02
2.414266309564322555e+01 -3.913822725884249962e+02 -4.066266683262612673e+02 -6.785177038122081967e+02
2.436775480355388268e+01 -4.071891812855770354e+02 -4.128895495098566926e+02 -6.987959374206632219e+02
2.173302569606013890e+01 -4.029980742911916991e+02 -4.075105020090203993e+02 -6.354529081723461559e+02
2.287426558855310432e+01 -3.454707972616560028e+02 -3.605827521378918163e+02 -6.093230296275203273e+02
2.324704864399009452e+01 -3.890440381733088770e+02 -3.971568672999944170e+02 -6.584008504125773698e+02
2.443261906340699241e+01 -3.964867537280903207e+02 -4.054991667026114897e+02 -6.908663306732354386e+02
2.428819548012155138e+01 -3.838297202098094658e+02 -3.970958438473368233e+02 -6.756715816726274397e+02
2.482407478994380412e+01 -4.134486175127568686e+02 -4.235215745487031995e+02 -7.179249003954288355e+02
2.289726835144858441e+01 -3.610561746673075731e+02 -3.638402694188445139e+02 -6.173088345385156117e+02
2.336166139541501963e+01 -3.578762939108902401e+02 -3.670366635206343631e+02 -6.274039543919593598e+02
2.350417732742626953e+01 -3.745928642215738478e+02 -3.835559426440184438e+02 -6.466999914141715635e+02
2.356906686312498778e+01 -4.009423430110275035e+02 -4.149024442888076010e+02 -6.770821338830086233e+02
2.271463134078274138e+01 -4.184646528889632577e+02 -4.319640533656389607e+02 -6.731945650163434038e+02
2.221647316814089024e+01 -3.966063752502929560e+02 -4.001722687378061210e+02 -6.395648976483017805e+02
2.543760821919445192e+01 -3.972715810420472167e+02 -4.039493579880371499e+02 -7.149504066958827480e+02
2.419422147363584230e+01 -3.876634246311005541e+02 -3.962399335787341101e+02 -6.729213788879466165e+02
2.345322533146218547e+01 -3.975284593445234691e+02 -4.076431908435573632e+02 -6.666458060566246786e+02
2.284314170893258122e+01 -4.147070953529098460e+02 -4.242965812488420738e+02 -6.679872265130154574e+02
2.304988300568446036e+01 -4.010006608977552105e+02 -4.096531390192632784e+02 -6.606274627733376974e+02
2.293892208900655660e+01 -4.061668189319160547e+02 -4.104011041854811879e+02 -6.630693179058566784e+02
2.223384559531518789e+01 -3.832372586282597240e+02 -3.849301700012068750e+02 -6.237150256531185732e+02
2.311282550801213631e+01 -3.740787345177708403e+02 -3.822754743334791669e+02 -6.362930318968982419e+02
2.442980654491383774e+01 -3.886239024515278970e+02 -3.928587235423790389e+02 -6.829526114822389218e+02
2.322970451147607918e+01 -3.670055792466929461e+02 -3.748717826079173392e+02 -6.308318538475181185e+02
2.364465772749985817e+01 -4.003184985863200041e+02 -4.055233179464231057e+02 -6.769751844091529165e+02
2.458410170525858973e+01 -3.819370689498196612e+02 -3.880990233516826038e+02 -6.764774758762914644e+02
2.402550431913262230e+01 -4.143409443624992150e+02 -4.279104090725758169e+02 -6.965948940106040936e+02
2.165830816445863860e+01 -4.069968702733548298e+02 -4.099376200523706189e+02 -6.328851149617269130e+02
2.337985107241279081e+01 -4.072085071568522494e+02 -4.121056348460553522e+02 -6.788467881538758775e+02
2.251344318664452260e+01 -4.013229951767972921e+02 -4.071770713439239557e+02 -6.467485578278037792e+02
2.458453027502601174e+01 -4.449980712398748892e+02 -4.505604936855111191e+02 -7.391047377140977233e+02
2.211334246265096581e+01 -3.920417516194580116e+02 -4.039477814116791023e+02 -6.312342845992259299e+02
2.166704366046090158e+01 -4.038257891607285615e+02 -4.088200692054264778e+02 -6.372013071808108862e+02
2.319653905093428747e+01 -3.700465463536629045e+02 -3.704747094634613518e+02 -6.326373655560186080e+02
2.462308524586907765e+01 -4.060511653560169520e+02 -4.158923753663398202e+02 -7.038229499844341035e+02
2.175896348977006411e+01 -3.793135193818561675e+02 -3.884851245660197492e+02 -6.134802961938694352e+02
2.302631333316549700e+01 -3.777848126692672963e+02 -3.836488482252401013e+02 -6.393918573470393767e+02
2.298155143284750679e+01 -3.865591242218074512e+02 -3.913985605330251474e+02 -6.456696876256029327e+02
2.373391356062341018e+01 -4.026109158439610951e+02 -4.097304775828889092e+02 -6.788886896300426770e+02
2.392579598538414132e+01 -3.672099267675127976e+02 -3.729565682467260785e+02 -6.492874982023585062e+02
2.509125676594092269e+01 -3.843052428266680636e+02 -3.898954941747816179e+02 -6.941088027171539352e+02
2.387731746774502284e+01 -3.748729187333005939e+02 -3.886801398325664536e+02 -6.584347584353815819e+02
2.370020993827645484e+01 -3.853396218004037905e+02 -3.932575135330629905e+02 -6.615494438375411619e+02
2.052387918085156571e+01 -4.153414241541599381e+02 -4.205334095932383889e+02 -6.217507272148719721e+02
2.411441237641302848e+01 -3.677752729316809450e+02 -3.794835652181424166e+02 -6.548166834181037075e+02
2.403870426879409550e+01 -3.983975757662596493e+02 -4.071272888473486660e+02 -6.816396938666848655e+02
2.237267174305899076e+01 -3.454605161456630071e+02 -3.562806005562601399e+02 -5.894035038155371922e+02
2.319234136044839545e+01 -3.899162649649019841e+02 -3.994248161946992468e+02 -6.521371317203323770e+02
2.333547760100876189e+01 -3.628300469983246899e+02 -3.660992051082986904e+02 -6.343536112993521101e+02
2.250100846741374738e+01 -4.016801080156136550e+02 -4.056949839155432755e+02 -6.492273330991071134e+02
2.496525684288534563e+01 -4.247287845709180374e+02 -4.270537884695055482e+02 -7.297216549599560267e+02
2.191877078006032420e+01 -4.184028934917511151e+02 -4.292210125955168678e+02 -6.536554782696465509e+02
2.360245403258923602e+01 -4.134526454798805730e+02 -4.194746805416159532e+02 -6.847832035140971811e+02
2.305523237256962332e+01 -4.111426170084681644e+02 -4.182164821866923603e+02 -6.738439596249530723e+02
2.089689559484257231e+01 -3.890255906154276317e+02 -3.985324462479583758e+02 -5.989074118860791032e+02
2.476767220353375620e+01 -3.956857458912712673e+02 -4.069900404439845829e+02 -6.984240764409278199e+02
2.556564602288458943e+01 -4.013077496001257600e+02 -4.191648392210700536e+02 -7.246818380645133857e+02
2.404954300164800785e+01 -4.153742102858437306e+02 -4.184892033665830127e+02 -6.996598380301387579e+02
2.357174310104500492e+01 -4.148828257871734309e+02 -4.294822689355801231e+02 -6.888446405054057777e+02
2.284925822101521220e+01 -3.782547033495913524e+02 -3.804723805954329237e+02 -6.377389928201546354e+02
2.312584371865815669e+01 -3.677810228352959143e+02 -3.776615764119242158e+02 -6.313501168379906403e+02
2.361282758653644365e+01 -3.797733587910441315e+02 -3.875073812143535292e+02 -6.492232492495594443e+02
2.220936868599617142e+01 -3.935092612919806356e+02 -3.978426939591395239e+02 -6.336823070865448244e+02
2.362661318464295590e+01 -3.975021852859759406e+02 -4.083045534298402117e+02 -6.737445136763186611e+02
2.387256271924833584e+01 -3.746300889056998926e+02 -3.846800383841392090e+02 -6.580056208353679494e+02
2.249024027291598316e+01 -3.904879720970900507e+02 -3.980594173175576884e+02 -6.395375203562721254e+02
2.358193432953556012e+01 -3.972271443408282607e+02 -4.065965660864281404e+02 -6.696697708350081939e+02
2.442667455714954983e+01 -4.088855351268551317e+02 -4.223952231349464910e+02 -7.021527734149458411e+02
2.447968618301266375e+01 -4.150360980725349691e+02 -4.313728233070291935e+02 -7.085521630041077970e+02
2.301894911931985277e+01 -3.762420790203287311e+02 -3.817667717333818587e+02 -6.361454800611875271e+02
2.243176904269052230e+01 -3.579132000289541793e+02 -3.659068827451242214e+02 -6.053198754807339128e+02
2.298344937513401831e+01 -4.010675408256871606e+02 -4.063809242553107879e+02 -6.607327819249243248e+02
2.286381180391938983e+01 -3.991931655629909415e+02 -4.047887567388571597e+02 -6.552857049689370115e+02
2.342782559735804782e+01 -3.911233597699996949e+02 -3.944591292299587053e+02 -6.634929379912578042e+02
2.463797639957925512e+01 -3.759325360910828522e+02 -3.849033576283563320e+02 -6.725075147119451913e+02
2.265510681892653722e+01 -3.769687959278772951e+02 -3.869752644965152513e+02 -6.302107625623095828e+02
2.545087537715318504e+01 -4.172378647259482705e+02 -4.346533096913960321e+02 -7.353026548161000164e+02
2.437998405768077603e+01 -3.626321514537726216e+02 -3.751928048040545036e+02 -6.557886187905874067e+02
2.166163840248982808e+01 -4.199321074407400260e+02 -4.230130850980833088e+02 -6.451072931946091558e+02
2.439691279243729483e+01 -4.241290462590124548e+02 -4.338516281690854157e+02 -7.143314448602449147e+02
2.304678385976040644e+01 -4.121193404437805157e+02 -4.205917037223168222e+02 -6.723880537923988641e+02
2.343589252850274818e+01 -4.407999525907018210e+02 -4.547081982352216301e+02 -7.123581790267768383e+02
2.157751413908048121e+01 -3.740090856564565343e+02 -3.783150450975570607e+02 -5.989760613422940878e+02
2.299942945154858265e+01 -3.767738010556111021e+02 -3.827658052771492407e+02 -6.344039741470550098e+02
2.326793927176223065e+01 -4.380928128346794210e+02 -4.464629804516983995e+02 -7.044132956473100649e+02
2.387426001528876540e+01 -3.953045923192092914e+02 -4.078683181865248457e+02 -6.755015986268819006e+02
2.381108344481303618e+01 -4.054079646448882386e+02 -4.100800707444855107e+02 -6.846564693139773681e+02
2.397576205516852710e+01 -3.996336350483171032e+02 -4.066853906395224953e+02 -6.811522673462188777e+02
2.357354006704361993e+01 -4.145502674248760400e+02 -4.314888372642138847e+02 -6.927344434669743123e+02
2.574643474677841581e+01 -4.199558009575985125e+02 -4.290608668006266839e+02 -7.480076820053716347e+02
2.205273286906675523e+01 -3.944273398043653742e+02 -4.060148332561995517e+02 -6.312988510690724979e+02
2.276691136294462225e+01 -4.214476957592364670e+02 -4.291453543462190510e+02 -6.800206138499995632e+02
2.451172073909981108e+01 -3.698330684296190043e+02 -3.894590566181252029e+02 -6.672063091307001059e+02
2.287678009418251435e+01 -4.208834670234629698e+02 -4.262885145495814072e+02 -6.790242374720457974e+02
2.458578919785482952e+01 -3.618518853346524224e+02 -3.745249798332776550e+02 -6.619807764740780840e+02
2.375130992907607563e+01 -3.821848509987535749e+02 -4.056895819138529191e+02 -6.630424993450187685e+02
2.442731498422617875e+01 -4.077803707009611571e+02 -4.172660375210815573e+02 -6.996846142048235606e+02
2.551790686942726794e+01 -4.078825723406679344e+02 -4.253955810867027481e+02 -7.327574791206309328e+02
2.109986096393746990e+01 -4.251093630953701563e+02 -4.268024649717284547e+02 -6.431976242322000417e+02
2.219893403254986097e+01 -3.695734605691098977e+02 -3.734242834668988849e+02 -6.096622224957257004e+02
2.315918911453257323e+01 -4.311808005135263784e+02 -4.371510949009298770e+02 -6.928754218014853450e+02
2.236919279395769777e+01 -3.658020366622596953e+02 -3.797992311486804056e+02 -6.152801966757572245e+02
2.383249947597515828e+01 -4.228812843621912521e+02 -4.311885684543178172e+02 -7.012951561288891753e+02
2.151400895656864520e+01 -4.065844984675872524e+02 -4.105616374008683351e+02 -6.321551703929101222e+02
2.471474210449510167e+01 -4.070959210117895282e+02 -4.127293995680012131e+02 -7.056343101863088805e+02
2.264552926408638100e+01 -4.000885607358325728e+02 -4.063642970702475736e+02 -6.525617332545157296e+02
2.446166119455897459e+01 -4.110660576635063421e+02 -4.170388031904831223e+02 -7.058650463471087733e+02
2.191991467526794679e+01 -3.742264782547204049e+02 -3.839584185392725431e+02 -6.103812642892787608e+02
2.364732965341872273e+01 -3.825525222308824027e+02 -3.898884039593876309e+02 -6.553005012805109573e+02
2.392094317825342031e+01 -3.981141680979834518e+02 -4.045662188341123056e+02 -6.811145773303172746e+02
2.305809969087929545e+01 -3.649364367793477300e+02 -3.737104060255660443e+02 -6.254093318917190345e+02
2.337752030147156646e+01 -3.971506576972088283e+02 -4.092650477370629005e+02 -6.676069117915941433e+02
2.162059790626969402e+01 -4.019020776468847203e+02 -4.088031435634601962e+02 -6.360507490632576264e+02
2.390238485058795348e+01 -4.090537644387507044e+02 -4.162688374127699831e+02 -6.927764021276061612e+02
2.349166907904784907e+01 -3.924073312849689614e+02 -4.030978279513608982e+02 -6.628855776919632490e+02
2.266900738881950872e+01 -3.895058392842939270e+02 -3.938173457338726280e+02 -6.394316346312529049e+02
2.451522016757401445e+01 -4.091518431023043831e+02 -4.189957617297997103e+02 -7.045684191365202196e+02
2.463146914236448382e+01 -3.991918922257552254e+02 -4.062728945390825857e+02 -6.982000961199921676e+02
2.397848182138820761e+01 -4.114153919921549232e+02 -4.281131933581580142e+02 -6.977974340412515630e+02
2.236751346842173760e+01 -4.012060953327671200e+02 -4.078494589798439733e+02 -6.476769287481222364e+02
2.479177707503415107e+01 -3.820628912119825600e+02 -3.884783626340561682e+02 -6.864082207326461003e+02
2.201564168431899304e+01 -3.810616910809094975e+02 -3.836903290696973841e+02 -6.184819195858093508e+02
2.371420948728651368e+01 -3.981311491041520867e+02 -4.065156835302543641e+02 -6.777452955945810800e+02
2.320682079342235582e+01 -3.737341409267327208e+02 -3.809923390969460115e+02 -6.422112717535360389e+02
2.262217131175139784e+01 -3.900619457028601005e+02 -3.950506914588426639e+02 -6.442310454304920313e+02
2.364197807823334330e+01 -3.803863741532356357e+02 -3.851895471262605497e+02 -6.569190443765039618e+02
2.264200494708130407e+01 -3.908338743272499300e+02 -3.921149249416415614e+02 -6.449931658051173144e+02
