# thresh=9.60, format=SNRtot_MF, evidence_filt, evidence_inj, nofilter, mass_in_solar, chi_inject, time]
1.695117284563174209e+01 -7.954266998992918616e+02 -7.951753480991897050e+02 -9.334951888524810784e+02 5.873472832882518446e+01 3.777504359048987070e-01 -2.152500000000000000e+03
3.504841713272575277e+01 -7.947588591120187402e+02 -7.968413739244533645e+02 -1.403392240812951513e+03 6.013621230989500077e+01 3.301327632383969646e-01 -1.288500000000000000e+03
2.439122370301279474e+01 -8.005908461712542703e+02 -8.038240479583598699e+02 -1.094237835558826191e+03 3.810445522993585854e+01 8.159565796923274883e-01 4.405000000000000000e+02
2.353847756188212870e+01 -8.243155679947600447e+02 -8.252815156878854168e+02 -1.097733686123935968e+03 4.987926954176166561e+01 7.914234279905425495e-01 1.768500000000000000e+03
5.040781323438404904e+00 -7.493959266500198737e+02 -7.506333868930416884e+02 -7.578827792195398843e+02 5.783350137010246073e+01 5.458881601365601632e-01 3.285000000000000000e+02
4.753523159237362705e+01 -7.783558994876225370e+02 -7.793146839969780331e+02 -1.905149516744483890e+03 6.401014433738741616e+01 2.287629098448586140e-01 1.880500000000000000e+03
1.340781610084886033e+01 -8.287358380399904263e+02 -8.323031158306561110e+02 -9.179804552622687197e+02 4.931129232345033131e+01 3.489705614125359623e-01 -2.248500000000000000e+03
1.696464037299968552e+01 -7.836989349146708719e+02 -7.841935316739345581e+02 -9.277877057647625634e+02 6.823533239630948799e+01 3.685350370457273761e-01 -2.200500000000000000e+03
2.790440225848643863e+01 -8.027976165667756732e+02 -8.055039130453458256e+02 -1.187150357788045540e+03 7.182709049366940235e+01 7.236042578848249363e-02 -1.432500000000000000e+03
4.468990579272950470e+01 -8.041123770079199176e+02 -8.073809675884353965e+02 -1.798579420992880841e+03 5.795236904900347952e+01 4.570573664535390046e-01 1.912500000000000000e+03
8.887649499999502822e+00 -7.442535999679463430e+02 -7.456948596200502379e+02 -7.828000474236589525e+02 5.354140051271471634e+01 4.831297267080872371e-01 -2.280500000000000000e+03
2.034250416309971499e+01 -8.258567797636605974e+02 -8.262337023922284516e+02 -1.024608188964291458e+03 3.656016978435444287e+01 1.578464927988641187e-01 -7.605000000000000000e+02
2.738636041444297931e+01 -7.803499638613960769e+02 -7.817532196021904838e+02 -1.150274647806077155e+03 6.417426786997771160e+01 7.572912005771953448e-01 1.048500000000000000e+03
3.735827586610149353e+01 -8.058168116153140090e+02 -8.062730109904915707e+02 -1.494878282677214884e+03 5.498202857576390556e+01 8.863336520039823974e-01 -2.392500000000000000e+03
3.367257565996571600e+01 -7.836552672727101481e+02 -7.850757275944727098e+02 -1.347106655423381426e+03 5.414189828832782325e+01 3.969365903365956183e-01 -7.125000000000000000e+02
2.415968418018777797e+01 -8.149106943523632935e+02 -8.152237263404375653e+02 -1.102156742287357929e+03 4.067024017319494078e+01 4.164328800286061227e-01 1.000500000000000000e+03
2.505073578245460553e+01 -7.481234164403546174e+02 -7.515461825419553179e+02 -1.060580555007746170e+03 7.532452075297250360e+01 4.287483724188831946e-01 -1.320500000000000000e+03
2.137416622191323512e+01 -8.028395214467863070e+02 -8.024125978566248705e+02 -1.025762924983134326e+03 7.107426521088821403e+01 3.807640152089161178e-01 4.725000000000000000e+02
4.072932824504872684e+01 -8.290674280724472283e+02 -8.312179181344339440e+02 -1.654634610865523427e+03 4.216307483203230788e+01 6.263244736734291385e-01 1.240500000000000000e+03
8.209217643488157634e+00 -7.769754483189009306e+02 -7.787708373179832506e+02 -8.073893396222757701e+02 5.601569306453267671e+01 7.623894351987547946e-01 -3.125000000000000000e+02
3.835698778180385204e+01 -7.391024549894942766e+02 -7.418160076976846540e+02 -1.472451942384991753e+03 8.661400176420482921e+01 3.096282390036646515e-01 -1.064500000000000000e+03
1.446825504881406665e+01 -7.971013439036153159e+02 -7.984332300893648835e+02 -8.972310869740227872e+02 5.550802933159785368e+01 7.541278593595686086e-01 -1.560500000000000000e+03
1.854739921009180037e+01 -7.891097575416924883e+02 -7.917894831612427424e+02 -9.577776633657227876e+02 5.745890415070568480e+01 5.164295048034738267e-01 -1.048500000000000000e+03
3.136564748802774716e+01 -7.928036574558368557e+02 -7.946756268273626347e+02 -1.280540188712847339e+03 8.954245592035215395e+01 3.601970936543208990e-01 -1.512500000000000000e+03
1.893548576860774801e+01 -7.468620483339418570e+02 -7.481701610826123670e+02 -9.216860199494577728e+02 4.438721673936120027e+01 5.778271528678354807e-01 1.128500000000000000e+03
1.032765366907085003e+01 -7.599667633782947860e+02 -7.613432726171042759e+02 -8.135345919675154391e+02 7.842081870459929860e+01 1.095102465546896574e-02 -2.005000000000000000e+02
1.868134464480456458e+01 -8.230926620725535940e+02 -8.240406904554529319e+02 -9.927867433537381885e+02 6.754171753787062471e+01 8.314509433781156478e-01 -1.928500000000000000e+03
1.425108384352598456e+01 -7.867524038682231549e+02 -7.871138896400614158e+02 -8.870261506994896763e+02 4.893632500476361713e+01 2.334839593794807711e-01 1.640500000000000000e+03
1.219197560351766185e+01 -7.847376769286753415e+02 -7.899209556390732132e+02 -8.633567740032650590e+02 8.576423318145242547e+01 3.771711520389081640e-02 7.125000000000000000e+02
3.942554808966470148e+01 -8.391371058854242619e+02 -8.420575991553961330e+02 -1.612953414583721951e+03 7.074738120782900808e+01 3.081580473927111874e-01 -7.250000000000000000e+01
3.055189979205563944e+01 -7.962360015954243408e+02 -7.959631090127350035e+02 -1.249971377253315950e+03 5.336832114461344645e+01 7.787278948059120909e-01 2.136500000000000000e+03
1.380281313394297982e+01 -7.671262143808804694e+02 -7.682689261763970308e+02 -8.582119441197625065e+02 7.371316107168608767e+01 6.341026417236608204e-01 -1.685000000000000000e+02
3.508106167470638326e+01 -7.762199490879663699e+02 -7.761164442805768431e+02 -1.387958728682373021e+03 6.844438441315386967e+01 4.263409249407146828e-01 -1.960500000000000000e+03
3.348163944221961685e+01 -7.327047358551830030e+02 -7.371941388777891007e+02 -1.292922131808068116e+03 5.397803730501284747e+01 1.728045113170365854e-01 -2.072500000000000000e+03
1.146745240248677966e+01 -7.797118662149357533e+02 -7.800699118274557122e+02 -8.384720869868276623e+02 3.290982810002763870e+01 4.205576957540667071e-01 1.688500000000000000e+03
