# start_time, SNRtot_MF, SNR220_MF, SNR221_MF, SNR330_MF, evidence220, evidence220_330, evidence220_221_330, np.log10(occams220_221), np.log10(occams220_221_330
4.000000000000000000e+00 1.462350907002730516e+01 1.884989162359240567e+01 1.364877851088802441e+00 1.068132350513858775e+01 -5.383918658088906568e+02 -4.295445437108933788e+02 -4.025501890235134397e+02 -4.004633726563078540e+02 -1.512935346511988799e+00 -1.024864790089871969e+00
1.250000000000000000e+01 8.814956829313238984e+00 8.033256407237615804e+00 -1.007428990184823459e+00 5.803544887938667074e+00 -4.600664613175520685e+02 -4.161706818838991353e+02 -4.070436350638299245e+02 -4.074864765734598109e+02 -9.735823223841236773e-01 -8.039699504665629437e-01
2.000000000000000000e+01 5.081737557115337367e+00 4.160088777342129340e+00 -4.300266248015019999e-01 2.816662260086396863e+00 -4.208660460592700474e+02 -4.080802606152626026e+02 -4.066588403102321649e+02 -4.083526173129077392e+02 -8.150550775762530620e-01 -3.466318530096228478e-01
3.350000000000000000e+01 1.518994819725971057e+00 1.643646571421980118e+00 2.064182519003743277e-01 8.791370138223152386e-01 -4.150107507281896915e+02 -4.155677164078305736e+02 -4.160659139974297318e+02 -4.167845334664618235e+02 -1.099515348295686257e-01 -1.205746855641659093e-01
4.300000000000000000e+01 2.516130922171513906e-02 -1.041765446078034285e-01 -8.570729871531128641e-01 -2.116681239038160633e-01 -4.216395804570408359e+02 -4.212147454349087070e+02 -4.214929208903058111e+02 -4.208559164321222283e+02 -6.856358196567916008e-02 -1.482221080452900963e-01
8.000000000000000000e+00 1.179232374833434704e+01 1.435496780601771505e+01 3.323368377260664253e-01 8.249647481328999277e+00 -4.923484563494653798e+02 -4.227859391070845163e+02 -4.033573191716580482e+02 -4.035157556597465600e+02 -1.175633497523245419e+00 -8.842161073850307584e-01
3.600000000000000000e+01 1.698181606413739830e+00 1.762283556535668705e+00 7.810040116787013709e-01 6.875676155354515373e-01 -4.183395289999289162e+02 -4.182104337931788791e+02 -4.186455940723072331e+02 -4.183271071290474197e+02 -1.076602312024604047e-01 -1.217141835507120490e-01
2.550000000000000000e+01 1.935209258224976026e+00 2.363329257973124431e+00 -1.244943538699632368e+00 2.202610862887294907e+00 -4.146716372756383180e+02 -4.140684337923317457e+02 -4.138457138265916910e+02 -4.135828982980034425e+02 -1.922275165893766180e-01 -2.218487496163563666e-01
1.700000000000000000e+01 8.922501465128778619e+00 7.035415108087943459e+00 -1.086618816709849361e-01 4.221940589323603277e+00 -4.522059520617638100e+02 -4.102409646195948767e+02 -4.081176444077758561e+02 -4.107499646047790520e+02 -8.231191796490930912e-01 -4.520009685509310815e-01
1.500000000000000000e+00 3.343341047783100350e+01 2.800320815207977532e+01 6.565552492375772431e+00 1.298319161215533057e+01 -1.039809654120130062e+03 -4.719664958960757986e+02 -4.030578292540726011e+02 -4.014608704477111587e+02 -1.794568608752528327e+00 -1.058916633945687913e+00
