# start_time, SNRtot_MF, SNR220_MF, SNR221_MF, evidence220_221, evidence220, evidence221, nofilter
3.000000000000000000e+01 5.007593124998171419e+01 2.119315521426719329e+01 3.418529394701976543e+01 -1.517262299939386594e+03 -1.517277040947210708e+03 -1.522212384127674341e+03 -1.647144909604411851e+03
9.300000000000000000e+01 4.739708782711755219e+01 1.458141752673669878e+01 3.416203543183724634e+01 -1.518458865133549580e+03 -1.521352545896437277e+03 -1.517811013017430696e+03 -1.527188387047624701e+03
4.200000000000000000e+01 4.763554932047532020e+01 1.609289922152670016e+01 3.395335165950250911e+01 -1.510354194511766082e+03 -1.508464616461658807e+03 -1.513319946175994573e+03 -1.530802228132043638e+03
3.900000000000000000e+01 4.760799994760697729e+01 1.630941053176564637e+01 3.398403069740843563e+01 -1.512139542011910180e+03 -1.514441680323205674e+03 -1.517642672133026508e+03 -1.531914477783660459e+03
9.400000000000000000e+01 4.741808140383278669e+01 1.460280790654120509e+01 3.418408859161689861e+01 -1.518160232694442584e+03 -1.521976811854488687e+03 -1.518254262696521437e+03 -1.528197423647076221e+03
4.500000000000000000e+01 4.755589337700030228e+01 1.525489211768494080e+01 3.395634985727915023e+01 -1.510648714482176501e+03 -1.511842863256273858e+03 -1.512781058781318961e+03 -1.529664733387438446e+03
9.000000000000000000e+00 1.094532670532501442e+02 9.166102076786900454e+01 3.604195537457801635e+01 -1.500878636066022409e+03 -1.515196249797309974e+03 -1.545610629818956795e+03 -6.362870722330773788e+03
2.800000000000000000e+01 5.150909070933658995e+01 2.552320816531194225e+01 3.410751101711358046e+01 -1.512767576585137704e+03 -1.513263458038716180e+03 -1.531696600095331178e+03 -1.717936774598827469e+03
5.400000000000000000e+01 4.722704141899080099e+01 1.462196118182601801e+01 3.399405745041816118e+01 -1.516252098534614333e+03 -1.511663384722575074e+03 -1.515737781407067132e+03 -1.512966841213570433e+03
8.500000000000000000e+01 4.724205631669001804e+01 1.443058070743017218e+01 3.400945022845108667e+01 -1.521012875844751306e+03 -1.519112667405810953e+03 -1.520934626618507309e+03 -1.517844934243315038e+03
5.300000000000000000e+01 4.713009589324752824e+01 1.452909541079822375e+01 3.389299030418362690e+01 -1.516722436354797992e+03 -1.509885529009318134e+03 -1.515725849700687604e+03 -1.510056861441092678e+03
8.200000000000000000e+01 4.721026965058160130e+01 1.440147041377977644e+01 3.398024327404169753e+01 -1.516203439232011306e+03 -1.515112493224325362e+03 -1.516379675010593246e+03 -1.515734598859677362e+03
2.100000000000000000e+01 6.160906686292358359e+01 4.079454898109860039e+01 3.411527731332328983e+01 -1.512591500470611436e+03 -1.514869903014068313e+03 -1.522416661648173886e+03 -2.285292906702024993e+03
2.600000000000000000e+01 5.216573690599050650e+01 2.752125784932619368e+01 3.406302329597411216e+01 -1.514169743852497731e+03 -1.513385059727743737e+03 -1.532511159066121763e+03 -1.751054048663293315e+03
1.300000000000000000e+01 9.434246195440879035e+01 7.896452232178032205e+01 3.443223467085164913e+01 -1.502879685560729285e+03 -1.499311459241821694e+03 -1.546296360195423631e+03 -4.824368265199743291e+03
6.800000000000000000e+01 4.741770201354574965e+01 1.459665703963228722e+01 3.421133953425416507e+01 -1.516187809254607600e+03 -1.522016244925762976e+03 -1.522009430475296995e+03 -1.524815040018650507e+03
1.400000000000000000e+01 8.630040826296503553e+01 7.037360663421767981e+01 3.435617689754518977e+01 -1.505197512414456241e+03 -1.504044318793880620e+03 -1.547155782998526320e+03 -4.103278028647238898e+03
6.600000000000000000e+01 4.740712920260850893e+01 1.458947429773852633e+01 3.418767824461060911e+01 -1.510082891197788740e+03 -1.518455542267574856e+03 -1.516448839105549723e+03 -1.521692929967057808e+03
6.100000000000000000e+01 4.739601349222029114e+01 1.462671361567203476e+01 3.409180074000849459e+01 -1.516636110638130958e+03 -1.519979171305287082e+03 -1.518847208917631633e+03 -1.522020087078449933e+03
5.000000000000000000e+01 4.739227047847926855e+01 1.498437602310084316e+01 3.395441746290973128e+01 -1.513007683674189593e+03 -1.513847248175012282e+03 -1.511061428802544469e+03 -1.522679270394280820e+03
8.100000000000000000e+01 4.722608325312414479e+01 1.442098983280949653e+01 3.399301589490013242e+01 -1.516053215726597955e+03 -1.514938570852520115e+03 -1.516646799186613180e+03 -1.516694380262838877e+03
5.700000000000000000e+01 4.737616580278158551e+01 1.464647671971969523e+01 3.412483272326350914e+01 -1.518056119631024785e+03 -1.521515292122732717e+03 -1.521609994220261797e+03 -1.523085528240328586e+03
8.600000000000000000e+01 4.723493464281726517e+01 1.442079346602744572e+01 3.399957793925018734e+01 -1.521685453965911393e+03 -1.520645810074174278e+03 -1.522452370673519454e+03 -1.519336467671867240e+03
2.500000000000000000e+01 5.213721966875693425e+01 2.743473137346309798e+01 3.412538941030460649e+01 -1.516648852249725678e+03 -1.517817737498291990e+03 -1.535577886990774459e+03 -1.751840653987125961e+03
5.900000000000000000e+01 4.740787631587636497e+01 1.464833970356145976e+01 3.411699520443892908e+01 -1.515699504835074549e+03 -1.520858258160067408e+03 -1.519244169779002277e+03 -1.523150111320278484e+03
8.800000000000000000e+01 4.740294368573671591e+01 1.458236583705873635e+01 3.416660079945783224e+01 -1.522744668440884425e+03 -1.526248678184475239e+03 -1.524572200923272476e+03 -1.527454309272768342e+03
2.200000000000000000e+01 5.743989735295042465e+01 3.517913687739164885e+01 3.403577206357424245e+01 -1.512164833916586304e+03 -1.511675371708162629e+03 -1.521802130372011561e+03 -2.038231360951930810e+03
1.700000000000000000e+01 6.797412272648266196e+01 4.876072138420334312e+01 3.427668923260297618e+01 -1.506603353725735360e+03 -1.508759675298785623e+03 -1.522026617908612479e+03 -2.693173130233616575e+03
1.000000000000000000e+01 1.006611592222406699e+02 8.534729064146192457e+01 3.453677625971398157e+01 -1.498903078410920671e+03 -1.503553886227545718e+03 -1.545745359699097435e+03 -5.439287812310792106e+03
6.200000000000000000e+01 4.746711492410950228e+01 1.470532241128426776e+01 3.416566187465539883e+01 -1.519335647781448415e+03 -1.522594020991132311e+03 -1.520743827832523721e+03 -1.526160242747003849e+03
6.500000000000000000e+01 4.730405489272771291e+01 1.445700964656497334e+01 3.408295824184206424e+01 -1.508770039625906520e+03 -1.514437109731842156e+03 -1.514191729275452417e+03 -1.516359228915991707e+03
1.900000000000000000e+01 6.729855478056848028e+01 4.791652351732069093e+01 3.417538883111978976e+01 -1.504990085084546990e+03 -1.508489075531977505e+03 -1.515699406140474821e+03 -2.650383960654195562e+03
7.400000000000000000e+01 4.728979255715024976e+01 1.448552701810198329e+01 3.403835976448649348e+01 -1.513989450732814021e+03 -1.514870775709428926e+03 -1.516734415279167479e+03 -1.520244471551162405e+03
7.300000000000000000e+01 4.731926458143293956e+01 1.450736884514359915e+01 3.407609986473938335e+01 -1.514686174219220902e+03 -1.516376320141179804e+03 -1.518561293436865753e+03 -1.521203057438618089e+03
3.000000000000000000e+00 2.072974019262942704e+02 1.576858880231565365e+02 6.047861985588333766e+01 -1.504702211270265252e+03 -1.563089888670325763e+03 -1.559877356604385113e+03 -2.185774689896308701e+04
3.300000000000000000e+01 4.978904638734466914e+01 2.030077924620971075e+01 3.411807943680265254e+01 -1.510923995078201187e+03 -1.516202261468336928e+03 -1.517477525537160773e+03 -1.634809488692618743e+03
3.400000000000000000e+01 4.956337966319835431e+01 1.996520100666783293e+01 3.412954623195420112e+01 -1.513690406970586764e+03 -1.518937708113590588e+03 -1.520314542786643415e+03 -1.624857256326813967e+03
9.900000000000000000e+01 4.708818875036647000e+01 1.427241494639721076e+01 3.385452167839831361e+01 -1.519150705921341114e+03 -1.520384683891543318e+03 -1.520004104393771286e+03 -1.520274411011863322e+03
4.800000000000000000e+01 4.756935218209038396e+01 1.529358334961121813e+01 3.396060948779912536e+01 -1.510324113896999279e+03 -1.509994016789762782e+03 -1.509008837687848427e+03 -1.529748165038197385e+03
4.000000000000000000e+00 2.063413382010341763e+02 1.572271553615333630e+02 6.000897126687702610e+01 -1.504720501073202740e+03 -1.562068192701839962e+03 -1.563475033988417408e+03 -2.166102653628284315e+04
9.700000000000000000e+01 4.721647310721466795e+01 1.440029585088246300e+01 3.398405819603974720e+01 -1.520818853153933787e+03 -1.521151870523042589e+03 -1.520919871088155787e+03 -1.521489237776169830e+03
4.600000000000000000e+01 4.758576810235028631e+01 1.524573157376683596e+01 3.396989292551010209e+01 -1.512255975625701467e+03 -1.513113360727439840e+03 -1.513401119110553964e+03 -1.531015729736421235e+03
9.000000000000000000e+01 4.735391186338357983e+01 1.453307270806152651e+01 3.411735734345332816e+01 -1.522606550563984911e+03 -1.523118054687371114e+03 -1.519221741139939695e+03 -1.525722512467927345e+03
4.100000000000000000e+01 4.761154326133809889e+01 1.633306982329523649e+01 3.390105569814786435e+01 -1.508349239365400763e+03 -1.507106221289924633e+03 -1.514369102249319212e+03 -1.530006347866095439e+03
6.400000000000000000e+01 4.731890351485684221e+01 1.450057092379654300e+01 3.406974088732530959e+01 -1.513839852087237205e+03 -1.516903587719996494e+03 -1.518088443006444550e+03 -1.516802408444001685e+03
1.800000000000000000e+01 6.770299628550199600e+01 4.833333044027713044e+01 3.426138352866943393e+01 -1.505393547622039932e+03 -1.509162182104465955e+03 -1.518019872410570542e+03 -2.675050607238906650e+03
6.300000000000000000e+01 4.737131114279858934e+01 1.458655236312185188e+01 3.409210134520256474e+01 -1.517309186153134306e+03 -1.518420786085003556e+03 -1.518824166365695191e+03 -1.520222527406186373e+03
1.100000000000000000e+01 9.965093660330433067e+01 8.473222538800122550e+01 3.439735110425973375e+01 -1.499812632405910335e+03 -1.500543024389233324e+03 -1.545212972742578813e+03 -5.338015418393825712e+03
1.600000000000000000e+01 7.103901313715691401e+01 5.277842433893550833e+01 3.428948267586088861e+01 -1.505303715327923101e+03 -1.507353991147013403e+03 -1.524963899159729863e+03 -2.906119842532217717e+03
2.300000000000000000e+01 5.446007541380289751e+01 3.092081659016718120e+01 3.405615094111667673e+01 -1.511499569446030819e+03 -1.511381445582834203e+03 -1.522737348790388523e+03 -1.870785485149565375e+03
2.400000000000000000e+01 5.254951273417581348e+01 2.805784019561712128e+01 3.403916543526782590e+01 -1.510405179442857616e+03 -1.510578103233818638e+03 -1.525592891871087204e+03 -1.768987213354562300e+03
5.800000000000000000e+01 4.742463852524655721e+01 1.461186940915681731e+01 3.417816625744143266e+01 -1.518305478025313050e+03 -1.522272734982145039e+03 -1.522317198620017280e+03 -1.523188690163231740e+03
8.900000000000000000e+01 4.734111019147574240e+01 1.452014511385280926e+01 3.410435185232309152e+01 -1.522141841492692265e+03 -1.524778350457309898e+03 -1.522279655013387810e+03 -1.525135598487361221e+03
5.600000000000000000e+01 4.734980906233936793e+01 1.464302962454520696e+01 3.411904346831202872e+01 -1.519867556217576521e+03 -1.520839824401367196e+03 -1.522309385309247546e+03 -1.521827851311120639e+03
8.700000000000000000e+01 4.729347867166827513e+01 1.447584143111704513e+01 3.405738233633375955e+01 -1.519647212321335246e+03 -1.521591806111994629e+03 -1.521788761255467307e+03 -1.521540248731005931e+03
5.100000000000000000e+01 4.730176343971340458e+01 1.484639121411180618e+01 3.394030174365472163e+01 -1.513235002984036555e+03 -1.514729845322602387e+03 -1.511837859659863852e+03 -1.518671260058554026e+03
8.000000000000000000e+01 4.725956852207037429e+01 1.446186299394403640e+01 3.402040877209640968e+01 -1.514972958994725786e+03 -1.514990389537653982e+03 -1.515628396028840825e+03 -1.519132347963636221e+03
9.100000000000000000e+01 4.732244082897704374e+01 1.450226711372850907e+01 3.408652414662026331e+01 -1.519955493353628754e+03 -1.521697598961757649e+03 -1.517979980526981535e+03 -1.525367243757091501e+03
4.000000000000000000e+01 4.756756395593583164e+01 1.627702501451224038e+01 3.392622237088789916e+01 -1.511058410661541984e+03 -1.510841512608150424e+03 -1.516909097440515097e+03 -1.528412113015086334e+03
9.600000000000000000e+01 4.729294215193745288e+01 1.447682403781439753e+01 3.406055458802349278e+01 -1.518908661357147139e+03 -1.521405978697968976e+03 -1.518845493531633338e+03 -1.524410854717278198e+03
4.700000000000000000e+01 4.754421467355793141e+01 1.521683353168675445e+01 3.392529722824791349e+01 -1.509649935631442759e+03 -1.509272256920031168e+03 -1.508926665746851313e+03 -1.529601164643279617e+03
3.500000000000000000e+01 4.887375663442553275e+01 1.868614573053787353e+01 3.403401685727045844e+01 -1.512432330912406997e+03 -1.516507365540452383e+03 -1.518775987745398425e+03 -1.592747978928494831e+03
9.800000000000000000e+01 4.714180393135856662e+01 1.432636005841513516e+01 3.390866805770258452e+01 -1.521116903752942790e+03 -1.520918394420266623e+03 -1.521424692895697490e+03 -1.520228391292403103e+03
4.900000000000000000e+01 4.750427376273550806e+01 1.516169452425475228e+01 3.397735227647773826e+01 -1.512292008830212581e+03 -1.513417184243413431e+03 -1.511149732866055274e+03 -1.527967860445247425e+03
5.000000000000000000e+00 2.008792107117435251e+02 1.540664683930347962e+02 5.795434138666082191e+01 -1.503605175593119839e+03 -1.563534534297532446e+03 -1.560569994623078401e+03 -2.054900799800107779e+04
2.000000000000000000e+00 2.259954443504713311e+02 1.659959124341116308e+02 7.201070073748992684e+01 -1.505929049570659572e+03 -1.631331380295497638e+03 -1.586732208139909517e+03 -2.590952323874580907e+04
3.200000000000000000e+01 4.986992574600097328e+01 2.040082030152679948e+01 3.412712254643660970e+01 -1.515599934943015342e+03 -1.518966170918653688e+03 -1.521205467790856119e+03 -1.641472478079740767e+03
7.200000000000000000e+01 4.727582943380706837e+01 1.446792808138214781e+01 3.403863496777638886e+01 -1.513236834791056481e+03 -1.515138961829620939e+03 -1.517202437487102543e+03 -1.519713348541384221e+03
7.500000000000000000e+01 4.730288132908142273e+01 1.449839267350505878e+01 3.404928907254497972e+01 -1.515946948006625689e+03 -1.515956641461786603e+03 -1.518158522864171118e+03 -1.521457509612664808e+03
