# start_time, SNRtot_MF, SNR220_MF, SNR221_MF, evidence220_221, evidence220, evidence221, nofilter
4.850000000000000000e+01 9.089091134892519630e-01 9.089133932042330333e-01 -1.410967948049024001e-03 -3.903064747590390198e+02 -3.903997253079273833e+02 -3.886897616933712811e+02 -3.895411809894933981e+02
2.000000000000000000e+00 2.631595234426810137e+01 2.017864934336311933e+01 7.402149432342381097e+00 -3.748565275468803293e+02 -3.800108323901420135e+02 -3.784902764625350642e+02 -7.176420404306195451e+02
2.750000000000000000e+01 1.938015342996294743e+00 1.926224931532797280e+00 -6.428618377355946878e-01 -3.832641434612680769e+02 -3.824565145846205496e+02 -3.828173209099675773e+02 -3.833010387557792455e+02
3.400000000000000000e+01 8.567475570719265132e-01 8.552959720119183151e-01 -6.867426210851914625e-01 -3.883541275983956780e+02 -3.875975744814520567e+02 -3.877994040307982573e+02 -3.868812674494529347e+02
3.800000000000000000e+01 5.893418799641382266e-01 5.892039977687886232e-01 -2.777838983393253747e-01 -3.869832004338010165e+02 -3.876625838866746108e+02 -3.875900885562698477e+02 -3.870846138215964629e+02
4.450000000000000000e+01 8.265661288559316144e-01 8.265251103008138811e-01 8.171450220884497739e-02 -3.908629033344790287e+02 -3.911427695704319945e+02 -3.915340989336690427e+02 -3.912046511070770407e+02
1.900000000000000000e+01 5.125620918975684503e+00 5.028200635198627921e+00 -1.783373886724809176e-01 -3.824938111751512793e+02 -3.827109821386658837e+02 -3.833544778093746004e+02 -3.937563839316011922e+02
3.150000000000000000e+01 1.238060471124725392e+00 1.236919347023873739e+00 -4.829417058775616889e-01 -3.843497572371417732e+02 -3.828886842403568949e+02 -3.832259935344455357e+02 -3.826533769077234410e+02
2.200000000000000000e+01 3.718624130943859463e+00 3.666344642359460337e+00 2.603435249356955139e-01 -3.823603228394561029e+02 -3.837525313532187283e+02 -3.824801635450564845e+02 -3.890164009353340475e+02
7.500000000000000000e+00 1.552108860447632033e+01 1.332905239766859573e+01 2.582517326607523866e+00 -3.747286957128115432e+02 -3.774771196731720124e+02 -3.779496868448085820e+02 -4.922110471076533713e+02
1.050000000000000000e+01 1.054235958720066257e+01 9.825038734057500278e+00 6.377304354169331946e-01 -3.781123560865702302e+02 -3.802627996663200065e+02 -3.815920926511606126e+02 -4.308821371066839561e+02
4.100000000000000000e+01 7.709192692181368045e-01 7.707691500044568933e-01 -2.485276739259409673e-01 -3.845904761061804606e+02 -3.857746988230474017e+02 -3.860039318671614978e+02 -3.856243710814698034e+02
3.700000000000000000e+01 4.166385666090303141e-01 4.166800637165847254e-01 -8.322689278118984291e-01 -3.878312348351739161e+02 -3.873170206590474436e+02 -3.875762971485341382e+02 -3.865265288658137024e+02
2.450000000000000000e+01 2.121010973928880272e+00 2.112814615278266750e+00 -1.359158751404497600e+00 -3.826796476410302716e+02 -3.829172222372362171e+02 -3.827461552041799564e+02 -3.844211302017673688e+02
1.000000000000000000e+00 3.212059598341777900e+01 2.243117383270059761e+01 1.090066976540103916e+01 -3.728537109713370796e+02 -3.782397614934783405e+02 -3.749376730692531510e+02 -8.839924208730169539e+02
1.600000000000000000e+01 5.160659687044939048e+00 4.997083552143471330e+00 -3.865556605755718356e-01 -3.824052361372301903e+02 -3.828695668272073931e+02 -3.849501477274108083e+02 -3.935022761433062897e+02
2.850000000000000000e+01 1.721210267787676385e+00 1.711862197079959680e+00 -4.720851240097030943e-01 -3.840707432630964604e+02 -3.830314651845537242e+02 -3.835412255543758420e+02 -3.835039797576030196e+02
4.750000000000000000e+01 1.241204010584733508e+00 1.241210285256873824e+00 1.408943768153888831e-01 -3.902263291707459416e+02 -3.896391856729551364e+02 -3.884496522053077001e+02 -3.895270803477001778e+02
1.350000000000000000e+01 8.895627927791823097e+00 8.354197683445228506e+00 5.660826469526252236e-01 -3.808081718800900717e+02 -3.819234995299333946e+02 -3.831988477106513642e+02 -4.179853445838693915e+02
4.500000000000000000e+00 2.413346791224977750e+01 1.909573747288477819e+01 5.899857418628164929e+00 -3.750497204378717129e+02 -3.777180884810004500e+02 -3.778837162190664571e+02 -6.629488250421213706e+02
2.100000000000000000e+01 4.105949969470139571e+00 4.034160602330806533e+00 -2.336454017701191099e-01 -3.834198853951673414e+02 -3.837065696828120736e+02 -3.836694933246452024e+02 -3.900656898971923283e+02
3.250000000000000000e+01 1.262834187359051175e+00 1.261790989726272905e+00 -7.140155380978014943e-01 -3.876071927455470814e+02 -3.873572218407598484e+02 -3.869937881759557285e+02 -3.873510033028032353e+02
8.500000000000000000e+00 1.198847123596572040e+01 1.075812035086617513e+01 6.916458387857384871e-01 -3.761225816327715279e+02 -3.766147884204989396e+02 -3.784735645930256283e+02 -4.435969420928897193e+02
4.200000000000000000e+01 2.793751338781089166e-01 2.792760230643718811e-01 -6.309016677025254261e-01 -3.842823963809340739e+02 -3.842311506383329629e+02 -3.845831828782644948e+02 -3.842707653226420916e+02
2.550000000000000000e+01 2.133862150024198545e+00 2.123558556978907497e+00 -1.142040407219971243e+00 -3.836230868868781272e+02 -3.835163068321670039e+02 -3.837526263639886679e+02 -3.846498348575391901e+02
0.000000000000000000e+00 4.317886463608221703e+01 2.682785789088897133e+01 1.820390712816287149e+01 -3.735198415874801867e+02 -3.911396197324496598e+02 -3.775717950510447736e+02 -1.300212832959349953e+03
3.600000000000000000e+01 7.983715627323855202e-01 7.976258128165724104e-01 -3.856197232402266417e-01 -3.876746423276485984e+02 -3.874428934656717729e+02 -3.874695347707335600e+02 -3.868701592327879553e+02
1.700000000000000000e+01 4.740028394605416473e+00 4.631642270222133817e+00 -3.744165543518548911e-01 -3.823740356187602174e+02 -3.831350494211839646e+02 -3.846053504050879042e+02 -3.926979135787709652e+02
2.950000000000000000e+01 1.378601450942130269e+00 1.373856626061791708e+00 -2.053345264986177476e-01 -3.859071760263714737e+02 -3.848940840811247313e+02 -3.853130552563642368e+02 -3.850760201323058709e+02
4.650000000000000000e+01 8.596671363513276320e-01 8.594890782948061414e-01 1.585142009710087008e+00 -3.896447863120416741e+02 -3.898123102043209656e+02 -3.886244569377567473e+02 -3.909070472181143145e+02
1.250000000000000000e+01 9.844145285756392028e+00 9.182735159568322203e+00 4.478626644007231428e-01 -3.802979789894442888e+02 -3.817477440858044702e+02 -3.831703267391653753e+02 -4.261261047939466380e+02
3.350000000000000000e+01 9.883027006620230814e-01 9.868260742681975728e-01 -6.458805944039892610e-01 -3.883667630896193828e+02 -3.875771740017860338e+02 -3.876260194774273486e+02 -3.870284644978145252e+02
5.500000000000000000e+00 2.212028251121564182e+01 1.776510401505248637e+01 4.798374965657751012e+00 -3.752069801895996761e+02 -3.772348795887807000e+02 -3.776910760940353953e+02 -6.160832127606020094e+02
2.000000000000000000e+01 4.951259331178648360e+00 4.860170289714957015e+00 3.498686749287573117e-02 -3.825755147292444462e+02 -3.827229265509948846e+02 -3.827876992256174162e+02 -3.931228993016621871e+02
4.300000000000000000e+01 7.880696866550173096e-01 7.879743290180856174e-01 -3.816288360623382170e-02 -3.867251000041499651e+02 -3.864162612138920281e+02 -3.870610946377129835e+02 -3.863623302034150129e+02
9.500000000000000000e+00 1.087634574243844732e+01 1.006633181951379719e+01 7.469480113803275145e-01 -3.775823752955574264e+02 -3.799589811757698499e+02 -3.813679240185442723e+02 -4.323476697108264375e+02
4.150000000000000000e+01 8.905577389163569224e-01 8.904288623064051666e-01 -1.604756393586951879e-01 -3.841109256162046677e+02 -3.855129675073661133e+02 -3.855985405786893807e+02 -3.856225321709008540e+02
1.000000000000000000e+01 1.056463315797172697e+01 9.840995655151099086e+00 4.629877285708838830e-01 -3.779909883330864204e+02 -3.797058085510821570e+02 -3.815411826171011853e+02 -4.291809813969701963e+02
2.250000000000000000e+01 2.999624223185463734e+00 2.962736331775799759e+00 -3.099642398965669621e-01 -3.824947075548525390e+02 -3.830300956920202680e+02 -3.825144261033292992e+02 -3.860800842236200197e+02
7.000000000000000000e+00 1.685036925013801579e+01 1.415285891820555975e+01 2.532175703311277726e+00 -3.757941502021288329e+02 -3.774868566125502980e+02 -3.789582741090304125e+02 -5.140483125796060904e+02
3.100000000000000000e+01 1.345356898840815996e+00 1.342523352814266602e+00 3.770547498989560431e-01 -3.836968914188572057e+02 -3.823596040113773142e+02 -3.827588717506571356e+02 -3.823398523765003461e+02
1.950000000000000000e+01 4.886843330284081688e+00 4.791912681476428126e+00 -2.806774579179420748e-01 -3.829586619948038901e+02 -3.824918376129792819e+02 -3.833187244628913959e+02 -3.924120903068786674e+02
4.400000000000000000e+01 8.770420450703984017e-01 8.769736631339233313e-01 1.284312654729470593e-01 -3.895797610001832254e+02 -3.911545943049039806e+02 -3.911766058592763216e+02 -3.912189048326394527e+02
3.850000000000000000e+01 4.733462156150701206e-01 4.735865137864350149e-01 -9.751129218607955673e-01 -3.861793902723584324e+02 -3.870723751338428542e+02 -3.867797276634677814e+02 -3.867331596074021149e+02
3.450000000000000000e+01 6.451085493255168668e-01 6.437923311608745314e-01 -8.024549467008226245e-01 -3.874559997304184549e+02 -3.872122074849389719e+02 -3.872256783354678760e+02 -3.866157964985982289e+02
4.800000000000000000e+01 1.384770107798759087e+00 1.384796070597511752e+00 6.444090163610673161e-02 -3.900364985455494775e+02 -3.893436565343731672e+02 -3.877023966463604552e+02 -3.895733577400306444e+02
2.500000000000000000e+00 2.504573825793835340e+01 1.960758470571845891e+01 6.550115117831921019e+00 -3.747528359436144001e+02 -3.794701888711136348e+02 -3.785245604834111646e+02 -6.850268924123788565e+02
2.700000000000000000e+01 1.753872894500421831e+00 1.741497975948067767e+00 -9.581698668247807804e-01 -3.830357742006583521e+02 -3.822582127190974006e+02 -3.826806065377285222e+02 -3.829437859705113283e+02
1.550000000000000000e+01 5.640915870876059834e+00 5.422055221910808243e+00 -3.155168652971035992e-01 -3.824070737745773840e+02 -3.823270613660976665e+02 -3.847019292910030686e+02 -3.945502282704420054e+02
4.050000000000000000e+01 6.764195944260086302e-01 6.762406721750462424e-01 -2.495242515653705584e-01 -3.852931808612510167e+02 -3.856414636865081889e+02 -3.860044634292431738e+02 -3.853331575022415905e+02
1.100000000000000000e+01 1.051655828698129014e+01 9.796733663513743195e+00 6.279925013197384942e-01 -3.781111900556634851e+02 -3.802669965882638508e+02 -3.814758041087634410e+02 -4.312528565119894211e+02
3.000000000000000000e+01 1.733938486195076623e+00 1.728377090826764384e+00 7.531578955995679170e-01 -3.848101435690339827e+02 -3.843375745419673422e+02 -3.840866232513578211e+02 -3.849644012512043219e+02
2.350000000000000000e+01 2.302366514398143771e+00 2.286770474444991486e+00 -9.188114322284203217e-01 -3.826198257656013766e+02 -3.829459201160142356e+02 -3.826160313327013682e+02 -3.846503511420438599e+02
6.000000000000000000e+00 2.096910697788354128e+01 1.707589357228899374e+01 4.619738832934616291e+00 -3.743873096099914619e+02 -3.775615285608876661e+02 -3.772041353379441375e+02 -5.914495854870640414e+02
1.850000000000000000e+01 4.892416575744817031e+00 4.792940388752276348e+00 -3.240356071377916147e-01 -3.801195452071785894e+02 -3.810957556942715883e+02 -3.811417025739930864e+02 -3.915481087693575546e+02
3.950000000000000000e+01 5.629125361222836466e-01 5.627126354135221220e-01 -1.591627062998754727e-01 -3.853814530139021599e+02 -3.859325449500810237e+02 -3.862795896795182102e+02 -3.853481028890240054e+02
4.500000000000000000e+01 7.311029951734844268e-01 7.311239178252152415e-01 -1.629160914801186244e-01 -3.906364641796112664e+02 -3.907493902444836635e+02 -3.912791376607237908e+02 -3.912027251311428131e+02
3.500000000000000000e+00 2.447064507331596062e+01 1.929882400139461041e+01 6.062893959659318099e+00 -3.747674289048675291e+02 -3.782145751351385456e+02 -3.781725484691459656e+02 -6.710097377121844602e+02
4.900000000000000000e+01 3.074113423212492813e-01 3.074062948687282248e-01 -3.112128438480989412e-01 -3.904301679163042991e+02 -3.901389997147547319e+02 -3.893150604129821772e+02 -3.885511492858635165e+02
2.600000000000000000e+01 1.961700090602522373e+00 1.949274744102813983e+00 -9.371424230989521265e-01 -3.831574979436757644e+02 -3.825417582471556557e+02 -3.830229563263342811e+02 -3.833043900894289777e+02
3.550000000000000000e+01 9.007146103954888350e-01 8.996924075671302035e-01 -3.588412833496075205e-01 -3.876158160525741323e+02 -3.869410023330375452e+02 -3.872054057988773934e+02 -3.863091494089213143e+02
1.450000000000000000e+01 7.324771544757182618e+00 6.944349318165783380e+00 3.398267564438711696e-01 -3.810687385715075948e+02 -3.819595403201436739e+02 -3.833039776729970640e+02 -4.056513503015953006e+02
4.350000000000000000e+01 1.318885885907513655e+00 1.318695902333288261e+00 6.624612539956139523e-01 -3.890228455469881510e+02 -3.877422742740029094e+02 -3.887211013824606312e+02 -3.877353249355874141e+02
9.000000000000000000e+00 1.131500539177369191e+01 1.034483097534026541e+01 7.661400277516764445e-01 -3.762163345170116031e+02 -3.778765915472926622e+02 -3.792670851697591274e+02 -4.364078055367599518e+02
5.000000000000000000e+00 2.340971474302406818e+01 1.863932872604509328e+01 5.526984657448957172e+00 -3.750548897870449991e+02 -3.778394970900840804e+02 -3.779119452318261665e+02 -6.458089045258232090e+02
2.050000000000000000e+01 4.558048928724085513e+00 4.475478243778265863e+00 -9.333840735826513801e-02 -3.826366939049345888e+02 -3.829372453327616768e+02 -3.828198958349686905e+02 -3.914477162168263931e+02
3.300000000000000000e+01 1.146310942716632919e+00 1.144948378060276051e+00 -6.148209622069177316e-01 -3.882772401389732977e+02 -3.875313689209105519e+02 -3.875618933033863414e+02 -3.870706321340680915e+02
1.200000000000000000e+01 1.026187624129134512e+01 9.561066383422268444e+00 5.875764690838474191e-01 -3.798036296000449283e+02 -3.818560226259047568e+02 -3.830378885045365109e+02 -4.304200830105597788e+02
2.900000000000000000e+01 1.476953965356122112e+00 1.470708218220927010e+00 -2.859702105295026664e-01 -3.858313230426216478e+02 -3.843103612433937428e+02 -3.850919660328311238e+02 -3.843913554644087753e+02
4.600000000000000000e+01 8.651115376739807461e-01 8.649400160952724903e-01 1.199189900774860096e+00 -3.898714584215168202e+02 -3.900747915289938987e+02 -3.895262449495012902e+02 -3.908927585135310778e+02
1.750000000000000000e+01 4.839731087860178249e+00 4.728548694436080169e+00 2.294223822690224235e-01 -3.802955502055251031e+02 -3.813886999887309344e+02 -3.817811419067763268e+02 -3.926016066016819650e+02
3.650000000000000000e+01 4.102510401031849163e-01 4.100748879031042571e-01 -8.520112249068739763e-01 -3.877623921793070281e+02 -3.871633080408255978e+02 -3.873711673338042374e+02 -3.864160387580226939e+02
2.500000000000000000e+01 2.134324794933839975e+00 2.125123562783237663e+00 -1.239301054233837629e+00 -3.835964029656105936e+02 -3.835216753810145747e+02 -3.837274814576175572e+02 -3.846456084618326372e+02
5.000000000000000000e-01 3.686739161860555924e+01 2.422296736403090378e+01 1.383334645185720646e+01 -3.729419340618161414e+02 -3.811483327481770971e+02 -3.752704415937924978e+02 -1.047430700599889178e+03
8.000000000000000000e+00 1.381214100427482450e+01 1.211946969656117368e+01 1.967351540038417612e+00 -3.762073199844810460e+02 -3.779087975115730274e+02 -3.786540543565275811e+02 -4.676145689254321383e+02
4.250000000000000000e+01 7.057501879708584225e-01 7.056408437843181281e-01 -1.697016930212709995e-01 -3.845887606522550755e+02 -3.863856853193398138e+02 -3.862375566309771102e+02 -3.863467912907331083e+02
3.200000000000000000e+01 1.201581178690980689e+00 1.200630685309526102e+00 -7.213762543683615025e-01 -3.860667742654640051e+02 -3.838004475430811908e+02 -3.846190249630151357e+02 -3.835677535203958541e+02
4.000000000000000000e+00 2.447581887124557554e+01 1.931481509321441337e+01 6.097913009038283150e+00 -3.744658280937337054e+02 -3.776788056968075011e+02 -3.778287789635731428e+02 -6.709746293566105351e+02
2.150000000000000000e+01 4.013090713058733883e+00 3.950225784651868466e+00 1.296472098238243831e-01 -3.828228296785002271e+02 -3.836839683573907109e+02 -3.829527082552886554e+02 -3.899198068561116770e+02
1.300000000000000000e+01 8.999469279189524329e+00 8.403063985658869584e+00 -4.940036677614364352e-02 -3.798983411841354041e+02 -3.811213595720261083e+02 -3.827746757343834929e+02 -4.188466929513810442e+02
2.800000000000000000e+01 1.688725195933627354e+00 1.678249552442178771e+00 -7.329865771470865932e-01 -3.835417552468368285e+02 -3.826780030082575763e+02 -3.830697041324759198e+02 -3.832328395274394097e+02
4.700000000000000000e+01 1.030748547666460624e+00 1.030688575248542183e+00 6.979333648346073282e-01 -3.893973947905884643e+02 -3.894049911861898181e+02 -3.883384446795877807e+02 -3.892967487868006060e+02
1.650000000000000000e+01 4.900060818130385520e+00 4.771544689310168508e+00 -3.358417182406526758e-01 -3.823516513742313805e+02 -3.829818234011416394e+02 -3.847764442432444980e+02 -3.928162753414921440e+02
2.400000000000000000e+01 2.082239757416664006e+00 2.073931840791849890e+00 -1.475089707543731921e+00 -3.823594695054566728e+02 -3.823769864839166530e+02 -3.822488317320477904e+02 -3.840200832847294805e+02
1.500000000000000000e+00 2.848936011513871946e+01 2.100324258396504007e+01 8.617149204969425824e+00 -3.728098973669581824e+02 -3.770519904709743173e+02 -3.751900827511480543e+02 -7.747169120166923904e+02
3.750000000000000000e+01 3.575280165058276061e-01 3.577950528044697709e-01 -9.715440976852427468e-01 -3.875142056095058933e+02 -3.875630466560467084e+02 -3.874372243098121658e+02 -3.870197678239644006e+02
