# format=SNRtot_MF, evidence_inj, evidence_filt, nofilter,         occams_inj,occams_filt, mass_in_solar, chi_inject]
2.857876017358882592e+01 -3.685485788518767549e+02 -3.709875479639040918e+02 -7.731108200141578664e+02 4.345975478050950053e-02 5.523791372847976569e-03 5.000000000000000000e+01 5.000000000000000000e-01
9.547605241736259529e+01 -4.030636812313986184e+02 -4.158830817181603834e+02 -4.955651782304829794e+03 7.642462359443491504e-03 5.844609618194523959e-04 5.000000000000000000e+01 5.000000000000000000e-01
3.651492272631850966e+01 -3.745771669634507930e+02 -3.788879219596070698e+02 -1.036736435497278535e+03 3.857759989835461700e-02 3.573470554602629912e-03 5.000000000000000000e+01 5.000000000000000000e-01
1.388973769695447658e+01 -3.936883757116687548e+02 -3.936281013320685815e+02 -4.850360484477646992e+02 9.020392605298266364e-02 2.266692078012832665e-02 5.000000000000000000e+01 5.000000000000000000e-01
1.370211117286467015e+02 -4.319434929242974590e+02 -4.632525118264385355e+02 -9.812024758175994066e+03 4.297693920335429393e-03 3.335239184295788199e-04 5.000000000000000000e+01 5.000000000000000000e-01
1.375975274679055715e+01 -3.735392664034005747e+02 -3.768871979750258561e+02 -4.687575909254746307e+02 3.718315227749190155e-02 1.722889270059081365e-02 5.000000000000000000e+01 5.000000000000000000e-01
7.663858304892639239e+01 -3.973344935776523812e+02 -4.092430954660802058e+02 -3.329053217440566641e+03 1.528492471888698301e-02 1.124452067848294217e-03 5.000000000000000000e+01 5.000000000000000000e-01
7.305627610712345188e+01 -3.740593242271585268e+02 -3.842902837480640414e+02 -3.042080977677287137e+03 8.627152023378438853e-03 1.257861635220125724e-03 5.000000000000000000e+01 5.000000000000000000e-01
9.017984271875079116e+01 -3.730910700143508052e+02 -3.818061878033823859e+02 -4.433891818140934447e+03 4.472396925227113684e-03 9.688075725811575323e-04 5.000000000000000000e+01 5.000000000000000000e-01
4.259052441575254733e+01 -4.082832582963790742e+02 -4.171946774217952338e+02 -1.313219001392464634e+03 3.322851153039832472e-02 2.210787116447493657e-03 5.000000000000000000e+01 5.000000000000000000e-01
3.442814477755793234e+01 -3.977251917757012620e+02 -4.065473671274613139e+02 -9.914168641382256055e+02 4.010228066831840466e-02 3.891112381678419295e-03 5.000000000000000000e+01 5.000000000000000000e-01
2.315986413402371369e+01 -4.302981358498872169e+02 -4.354146169276449996e+02 -6.946999820768129439e+02 5.683565211867098316e-02 6.419541325201702335e-03 5.000000000000000000e+01 5.000000000000000000e-01
1.311925206085799118e+02 -3.989638080747952813e+02 -4.302609859123738829e+02 -8.998407052512726295e+03 3.576646972873387918e-03 3.716409376786735438e-04 5.000000000000000000e+01 5.000000000000000000e-01
8.733836764396805563e+01 -4.024417702497339064e+02 -4.095659287693666784e+02 -4.212322776594140123e+03 8.620799186836922839e-03 9.116320437075153653e-04 5.000000000000000000e+01 5.000000000000000000e-01
