# format=SNRtot_MF, evidence_inj-nofilter, occams, mass_in_solar, chi_inject]
6.928334263900090662e+01 2.391619474454280407e+03 6.353861192570869985e-04 2.619282341428727179e+01 5.324093254176236467e-01
1.430449737484719321e+02 1.022324697815020954e+04 4.040404040404040401e-04 4.078892640056275098e+01 3.831803250518162063e-02
6.629291374848321539e+01 2.189764993554337252e+03 6.907787552948843265e-04 9.335431447284639717e+01 8.027603774593710106e-01
7.523842585580374021e+01 2.824752168113102471e+03 1.547735418703160637e-03 5.884996285373005520e+01 1.493313147071339553e-01
1.197966030899015948e+02 7.164590317266260172e+03 2.541544477028347994e-04 7.180118015507477480e+01 7.314516061369812361e-01
5.224489759012945456e+01 1.358501345813436728e+03 3.851417399804496575e-03 8.381988275733208127e+01 6.756173403543555556e-02
1.761301671401760416e+02 1.550454437256196070e+04 5.799934832192896704e-04 8.779917968638612535e+01 2.235413051465157397e-01
8.671270755266019137e+01 3.753870979840791733e+03 2.075594656239817745e-03 9.970493527024210323e+01 2.946954719291638436e-01
9.200217520595319343e+01 4.226550602687838364e+03 9.025741283805799927e-04 4.663541270820920914e+01 4.062880091724997422e-01
2.969470697266087313e+02 4.408149144103800063e+04 7.820136852394916904e-05 9.827451185059226191e+01 7.137223048765187761e-01
9.947363712235009814e+01 4.939963344580872217e+03 1.006842619745845551e-03 7.607474028988292503e+01 6.191012598674053985e-02
2.010797985915325725e+01 1.987667468803165889e+02 8.351254480286738127e-03 3.140732138442250942e+01 4.081204611936803950e-01
3.123175683800720037e+01 4.738032847847925950e+02 3.910068426197458452e-04 1.105708848473167727e+01 6.185905239118434373e-01
6.510530362371927993e+01 2.112336273436896590e+03 4.059954382535028126e-03 1.100679871677155290e+02 3.356818670659372783e-01
6.475944741243405645e+01 2.088384361515618366e+03 3.440860215053763438e-03 6.843934373692046336e+01 6.648805630529643074e-02
1.038760818543189970e+02 5.389448802507474284e+03 1.883349625285109154e-03 1.107220744791757028e+02 3.967341743527250664e-01
3.054609516848509543e+01 4.581363435421321242e+02 3.101987618116650372e-03 5.078627840643584790e+01 7.254884098716931629e-01
